Police arrest 15 after violent protest outside UK refugee hotel	Polizei verhaftet 15 nach gewalttätigem Protest vor britischem Flüchtlingshotel	yes
You land the flyer nose upward on the side of the slag heap and climb out. The eight-eyed Repnids seem to be watching, but they make no move towards you, in fact they are motionless as you walk slowly towards them. You halt while still on the mound of crumbled rock and soil and speak to them, saying, 'I come in peace, as a friend.' It appears that they cannot hear you, let alone understand, as your Universal Translator picks up no answer. You decide to use your Psychic Awareness to contact them mentally. It is difficult to make sense of their thoughts; they are terrifyingly alien and your mind recoils from the contact. You decide that establishing contact again would be dangerous and return to your flyer, but the experience has cleared your mind which had been befuddled ever since you jumped into the future. Once back in Falcon's Wing you find it quite easy to plot a course for Earth in 3034 AD. Note that you have used up another polybdenum rod as you jump.	Die achtäugigen Repniden scheinen zu beobachten, aber sie bewegen sich nicht auf dich zu, in Wirklichkeit sind sie bewegungslos, während du langsam auf sie zugehst. Du bleibst auf dem Hügel aus zerbröckeltem Fels und Erde stehen und sprichst zu ihnen und sagst: 'Ich komme in Frieden, als Freund.' Es scheint, dass sie dich nicht hören, geschweige denn verstehen können, da dein Universalübersetzer keine Antwort erhält. Du entscheidest dich, dein psychisches Bewusstsein zu benutzen, um sie mental zu kontaktieren. Es ist schwierig, ihre Gedanken zu verstehen; sie sind erschreckend fremd und dein Geist schreckt vor der Berührung zurück. Du entscheidest, dass eine erneute Kontaktaufnahme gefährlich wäre und kehrst zu deinem Flyer zurück, aber die Erfahrung hat deinen Geist gereinigt, der seit dem Sprung in die Zukunft verwirrt war. Zurück in Falcon's Wing ist es recht einfach, einen Kurs auf die Erde im Jahr 3034 nach Christus zu zeichnen. Beachte, dass du während des Sprungs eine andere Polybdän-Stange verbraucht hast.	yes
[cont'd]	[Fortsetzung]	no
#today I have coffee, sunshine and quiet time! I started a new shawl. I am unsure of it at this time. I found a unevenly spun silver gray yarn that is mostly finely spun with lumps. I plan on mixing it with a fine purple/lilac variegated cotton. But am not sure I have enough of the purple. I am using a H hook with a similar double crochet pattern as I have done before. I made the first join last night so we shall see. Wishing everyone a happy Thursday!	#heute habe ich Kaffee, Sonnenschein und ruhige Zeit! Ich habe ein neues Tuch angefangen. Ich bin mir noch nicht sicher. Ich habe ein ungleichmäßig gesponnenes silbergraues Garn gefunden, das meistens fein mit Klumpen gesponnen ist. Ich plane, es mit einer feinen lila/lila gefärbten Baumwolle zu mischen. Aber ich bin mir nicht sicher, ob ich genug von dem lila habe. Ich verwende einen H-Haken mit einem ähnlichen Doppelhäkelmuster wie zuvor. Ich habe gestern Abend die erste Verbindung gemacht, wir werden sehen. Ich wünsche allen einen schönen Donnerstag!	yes
However, I hate classes on fine arts and literature, and my school history bears it out.	Allerdings hasse ich Unterricht in bildender Kunst und Literatur, und meine Schulgeschichte bestätigt das.	yes
I have literally tried and dropped EVERY SINGLE ONE. And up until like two years ago, I had no idea until I checked my transcripts.	Ich habe es buchstäblich versucht und jedes einzelne fallen gelassen. Und bis vor etwa zwei Jahren hatte ich keine Ahnung, bis ich meine Protokolle überprüfte.	yes
The literature class hatred is even worse: I love to read. I hit most of the classics before eighteen--though that's more a reflection of living in bumfuck nowhere, I also read the 1979 Encyclopedia Brittanica in desperation.	Der Hass in der Literaturklasse ist sogar noch schlimmer: Ich liebe es zu lesen. Ich habe die meisten Klassiker vor achtzehn getroffen - obwohl das eher ein Spiegelbild des Lebens im bumfuck Nirgendwo ist, habe ich auch die Enzyklopädie Brittanica von 1979 aus Verzweiflung gelesen.	yes
My home is comfortable and wonderful and I am happy there, but I have to be somewhere else in order to chill enough to read fiction during the day without feeling guilty. It's like I'm on holidays and therefore am doing what one does on holidays.	Mein Zuhause ist gemütlich und wunderbar und ich bin glücklich dort, aber ich muss woanders sein, um mich tagsüber so chillen zu können, dass ich ohne Schuldgefühle tagsüber Belletristik lesen kann. Es ist, als wäre ich im Urlaub und mache deshalb das, was man im Urlaub macht.	yes
And that's also even though I haven't slept as well here for the last two nights as I do at home, and get a little #MECFS ed out from simply being in a strange environment where I'm less able to pace myself and have to remember where things are.	Und das auch, obwohl ich die letzten zwei Nächte hier nicht so gut geschlafen habe wie zu Hause, und ein bisschen #MECFS herausbekommen habe, weil ich einfach in einer fremden Umgebung bin, in der ich mich nicht so schnell bewegen kann und mich merken muss, wo die Dinge sind.	yes
And that's also even though I do still have my to-do list and am organising my life as well.	Und das auch, obwohl ich noch meine To-do-Liste habe und auch mein Leben organisiere.	yes
Humanity is out in 5 days. It's exciting, nerve-wracking, stressful, and all the good things that I love about working in games. What will people think of it? I like it but will it be able to attract an audience of the right players? Will a community blossom around the user-generated content piece of the game? (I am really hoping so.) The game's story, ideas and questions it inspires feel timely. Hoping things go well.	Die Menschheit ist in fünf Tagen da. Es ist aufregend, nervenaufreibend, stressig und all die guten Dinge, die ich an der Arbeit an Spielen liebe. Was werden die Leute davon halten? Ich mag es, aber wird es in der Lage sein, ein Publikum mit den richtigen Spielern anzulocken? Wird es eine Gemeinschaft rund um den nutzergenerierten Inhalt des Spiels erblühen? (Ich hoffe es wirklich.) Die Geschichte des Spiels, Ideen und Fragen, die es inspiriert fühlen sich zeitgemäß. Hoffen, dass alles gut geht.	yes
It's ThinkPad day!! Came home on my lunch break to see this sitting outside uwu. Wish I could take it back to work with me to setup more. But that will have to wait till tonight.	Es ist ThinkPad Tag!! Kam in meiner Mittagspause nach Hause, um das hier draußen zu sehen. Ich wünschte, ich könnte es wieder mitnehmen, um mit mir zu arbeiten, um mehr einzurichten. Aber das muss bis heute Abend warten.	yes
So I finally watched #Heartstopper	Also schaute ich mir endlich #Heartstopper an	yes
Was it overly cute to the point of being twee? Most definitely	War es übermäßig süß bis zu dem Punkt, Twee zu sein? Auf jeden Fall	yes
Do any of these characters talk human beings? Not even remotely	Spricht einer dieser Charaktere Menschen? Nicht einmal im Entferntesten.	yes
But did I love it? Absolutely!	Aber habe ich es geliebt? Absolut!	yes
what was Olivia Coleman doing here? Did she owe someone money?	Was hat Olivia Coleman hier gemacht? Hat sie jemandem Geld geschuldet?	yes
Had a recent graduate artist take some critique badly tonight. In part, because they'd be taught badly. But it's important to not make excuses for issues and just fix them, especially in production when your lead needs changes. Especially with the competition.	Ein frisch ausgebildeter Künstler musste heute Kritik einstecken. Teilweise, weil sie schlecht unterrichtet worden wären. Aber es ist wichtig, keine Ausreden für Probleme zu finden und sie zu beheben, vor allem in der Produktion, wenn die Leitung verändert werden muss. Vor allem bei der Konkurrenz.	yes
Every artist has been there, made the same mistakes. Good critique is there to correct the problem quickly, and isn't directed at your ability. It's assuming you have the ability to fix the problem, or find a solution.	Jeder Künstler war dort und machte die gleichen Fehler. Gute Kritik ist da, um das Problem schnell zu beheben, und richtet sich nicht nach Ihren Fähigkeiten. Sie geht davon aus, dass Sie die Fähigkeit haben, das Problem zu beheben oder eine Lösung zu finden.	yes
So while composting and bloom scrolling are a wonderful reminder to look up, and be aware of life beyond the screen. It is as important to explore servers and IP addresses. Watch seeds being sown & cultivated (and not randomly scattered) by good peeps. These roots are hidden. Work is not visible. But for strong and firm future growth.	Während Kompostierung und Bloom-Scrolling eine wunderbare Erinnerung sind, nach oben zu schauen und sich des Lebens jenseits des Bildschirms bewusst zu sein, ist es ebenso wichtig, Server und IP-Adressen zu erforschen. Beobachten Sie, wie Saatgut gesät und gezüchtet (und nicht zufällig verstreut) wird. Diese Wurzeln sind versteckt. Arbeit ist nicht sichtbar. Aber für starkes und beständiges zukünftiges Wachstum.	yes
Jami slipped the note to him when they passed each other on the path, just before the dog watch. She was on her way to the wall, he was coming off duty. He glanced behind him to watch her go, and to make sure they hadn't been seen. She did not look back. He waited until he was in the darkness of the bunk room before he pulled the note out and read it in a beam of light coming through the blackout curtains. One block-printed word. He spent a long time staring at it, trying to stay calm:	Jami steckte ihm den Zettel zu, als sie auf dem Weg aneinander vorbeikamen, kurz vor der Hundewache. Sie war auf dem Weg zur Wand, er kam gerade vom Dienst. Er blickte hinter ihn, um sie beim Gehen zu beobachten und sicherzugehen, dass sie nicht gesehen worden waren. Sie schaute nicht zurück. Er wartete, bis er in der Dunkelheit des Schlafzimmers war, bevor er den Zettel herauszog und ihn in einem Lichtstrahl las, der durch die Verdunkelungsvorhänge kam. Ein aufgedrucktes Wort. Er starrte es lange an und versuchte, ruhig zu bleiben:	yes
I've met some marvelous new #Mastodon mates lately and want to maintain the trend. Calling into the #Fediverse makes me feel like a whale singing through the vast ocean! Want to join my "pod"? I'd particularly like to connect with more.	Ich habe in letzter Zeit einige wunderbare neue #Mastodon-Kumpels kennengelernt und möchte den Trend beibehalten. Im #Fediverse aufzurufen, gibt mir das Gefühl, wie ein Wal, der durch den weiten Ozean singt! Möchtest du meinem „Pod“ beitreten? Ich würde mich besonders gerne mit mehr verbinden.	yes
Everyone with their hair on fire about CNN can thank Stephen Colbert for the hard right turn. He helped make Chris Licht a national problem.	Jeder mit brennenden Haaren über CNN kann Stephen Colbert für die harte Rechtskurve danken. Er hat dazu beigetragen, Chris Licht zu einem nationalen Problem zu machen.	yes
Much as we might like some folks, if they are just providing a minor league career to fascists, they probably should wear it.	So sehr uns manche Leute auch gefallen mögen, wenn sie den Faschisten nur eine kleine Liga-Karriere verschaffen, sollten sie sie wahrscheinlich tragen.	yes
This was the first time (but won't be the last) that Kaveesha Dilhari has both scored 20+ runs & taken 2+ wickets in the same T20I. She joins a select group of Sri Lankan women to have achieved the all-round feat in the format.	Dies war das erste (aber nicht das letzte) Mal, dass Kaveesha Dilhari sowohl 20+ Runs als auch 2+ Wickets im selben T20I erzielt hat. Sie schließt sich einer erlesenen Gruppe srilankischer Frauen an, die das Allround-Kunststück des Formats vollbracht haben.	yes
(PERSON11) But for some folders, for some reason, the audio format is wrong, so, something is wrongly – Basically, the big trade, or something is wrong. So, some files are still – still have weird output. But – but for most folders, it should be already fine.	(PERSON11) Aber für einige Ordner, aus irgendeinem Grund, ist das Audio-Format falsch, also, etwas ist falsch – Grundsätzlich, der große Handel, oder etwas ist falsch. Also, einige Dateien sind immer noch – haben immer noch seltsame Ausgabe. Aber – aber für die meisten Ordner, sollte es schon in Ordnung sein.	yes
