בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	Under the threat of extinction: three cheetah cubs were born in Iran	yes
פרטי החוזה של המשפחה הראשונה של הריאליטי ושל הרשתות החברתיות מול דיסני לא נחשפו, אבל ההערכות טוענות לסכום מינימלי של מאה מיליון דולר שהועבר לבנות המשפחה, שמעתה מתפקדות גם כמפיקות.	The Disney contract details of the first family of reality show and of social networks were not disclosed, however estimates claim a minimum amount of one hundred million dollars that were transferred to the family daughters, now functioning as producers.	yes
במפגש עיתונאי עם הכוכבות, כל אחת מהן מלווה בצוות ביוטי שלם שדואג לטאצ'-אפים של איפור, שיער וקמטוטים בבגדים ללא הפסקה, התעקשו בנות המשפחה, כמו גם המפיק החדש והמבוקש שלהן, שהפעם לא מדובר בריאליטי, הפעם מה שמתקבל על המסך אותנטי לחלוטין.	On press meeting with the stars, each of them accompanied by an entire beauty team that takes care of make-up touch-ups, hair and wrinkles in clothes non-stop, the daughters of the family, as well as their new and sought-after producer, insisted that this time it is not about reality, this time what is seen on the screen is completely authentic.	yes
"אי אפשר להמציא את מה שקורה לנו", אומרת בנחרצות האמא של המשפחה קריס ג'נר, "הכאוס בלתי נגמר".	"You can’t make up what’s happening to us", the mother of the family, Kris Jenner, says firmly, "the chaos is never-ending".	yes
"אנחנו מראות כמה גדלנו מאז אותה סדרה שעלתה ב-2007", אומרת קלואי קרדשיאן.	"We show how much we’ve grown since that series that came out in 2007," says Cloe Kardashian.	yes
"כשהתחלנו היינו מבוהלות, הרבה קורה לנו בחיים ואי אפשר לתחום הכל בפשטות לנרטיב של התחלה, אמצע וסוף.	"When we started we were terrified, a lot is happening to us in life and you can’t simply limit everything to a narrative of beginning, middle and end.	yes
הרבה עלילות זורזו בעריכה, נעטפו בסרט צבעוני מתקתק ונשכחו בצד.	Many plots were rushed through the editing, wrapped in a ticking colorful film and forgotten to the side.	yes
ככה לא נראים החיים במציאות.	This is not what life looks like in reality.	no
עכשיו אנחנו יותר חשופות, פונות ישירות למצלמה באופן טבעי, לא רק ריאליטי אלא סדרה דוקומנטרית אותנטית".	Now we are more exposed, facing the camera directly, naturally, not just a reality show but an authentic documentary series".	no
כשמעמתים אותן עם מעורבותן החדשה בהפקת הסדרה, מה שלמעשה נותן להן שליטה מוחלטת בתוכן שמתקבל על המסך, קלואי טוענת: "אנחנו מעורבות מאחורי הקלעים, רואות קטעים בזמן עריכה ונותנות הערות, אבל לא ממקום של מגננה אלא פשוט לתת את דעתנו לגבי מה יעשה את הסדרה לטובה יותר.	When they are being confronted with their new involvement in the series production, which in fact gives them total control over the content that is shown on screen, Chloe claims: "We are involved behind the scenes, we see segments during editing and give comments, but not from a defensive position but simply to give our opinion about what will make the series better.	no
זו מראה של חיינו ואני אישית מרגישה שעברתי צמיחה רגשית מצפייה בעצמי.	This is a mirror of our lives and I personally feel that I have undergone emotional growth from watching myself.	no
קנדל וקיילי היו ילדות קטנות כשהתחלנו, אז הן יותר מציבות גבולות".	Kendall and Kylie were little girls when we started, so they are more boundary-setting".	no
"התבגרתי"	"I grew up"	no
קים קרדשיאן, מצדה, ממשיכה בכל הכוח לשנות את התדמית שלה, מטראש-ריאליטי זול לעורכת דין עם אג'נדה.	Kim Kardashian, from her part, continues with all her might to change her image, from cheap reality trash to a lawyer with an agenda.	no
"התבגרתי", היא טוענת, "אני מגדלת ארבעה ילדים שחורים, כלומר מקהילה נרדפת שמופלית לרעה במדינה הזאת.	"I grew up", she claims, "I am raising four black children, from a persecuted community that is discriminated in this country.	no
אני רוצה לשנות את המציאות, כדי שלילדיי ולילדיהם של כל חבריי יהיה עתיד שונה, בתקווה שנוכל לרפא את המערכת העקומה.	I want to change reality, so that my children and the children of all my friends have a different future, in the hope that we can heal the crooked system.	no
זוהי המוטיבציה שלי".	This is my motivation".	no
"אני כבר לא אותה קים שחושבת שעות על איזה סלפי ביקיני כדאי להעלות", היא מתעקשת, "אבל זה גם לא נעלם לגמרי מחיי.	"I’m no longer the same Kim who spends hours thinking about which bikini selfie I should upload", she insists, "but it hasn’t completely disappeared from my life either.	no
אדם חייב להיות נאמן למי שהוא באמת ולקחת הכל בכיף".	A person must be loyal to who he really is and take everything in stride".	no
על הסיבות לפיטורי המפיק שגילה אותן ריאן סיקרסט ועל הדרך החדשה והמאוד רווחית שלהן בתעשייה, המשמעות של המעבר לדיסני, מכונת היח"צ המשומנת של המשפחה והשפעתה על רווחיות המותג ועוד, בכתבה המלאה שתפורסם במגזין "שישבת".	Read in the full article that will be published in "Shishabat" magazine about the reasons for the producer’s dismissals discovered by Ryan Seacrest and their new and very profitable way in the industry, the meaning of the move to Disney, the family’s well-oiled PR machine and its effect on the brand’s profitability and more.	no
אינדינגב בניחוח בינלאומי: אפגן וויגז מצטרפים אל אביתר בנאי ונגה ארז	InDNegev with an international flavor: The Afghan Whigs joining Eviatar Banai and Noga Erez	yes
להקת הרוק האמריקאית מצטרפת אל שורת אמנים מקומיים שייקחו השנה חלק בפסטיבל המוזיקה המדברי, שנחשב לאירוע עלייה לרגל בקרב שוחרי מוזיקה רבים	The American rock band joins the ranks of local artists who will take part in the Desert Music Festival this year, which is considered a pilgrimage event among many music lovers	yes
להקת אפגן וויגז, שלומי שבן, נגה ארז, אביתר בנאי ו-Tess הם בין השמות שייקחו חלק בפסטיבל אינדינגב, שיתקיים בין ה-20 ל-22 באוקטובר.	The Afghan Whigs band, Shlomi Shaban, Noga Erez, Eviatar Banai and Tess are among the names that will take part in the InDNegev festival, which will take place from October 20 to October 22.	yes
השנה יציין הפסטיבל 15 שנים להקמתו והיום (רביעי) מפרסמת הפקת הפסטיבל את רשימת המשתתפים באירוע המדברי.	This year the festival will mark its 15 years since establishment and today (Wednesday) the festival production publishes the participants list of the desert event.	yes
מוזיקאים אחרים המופיעים בליינאפ כוללים את: הילה רוח, טדי נגוסה, דניאלה ספקטור, יובל מנדלסון והמסע לפולין, להקת המסך הלבן, ריף כהן, קרולינה, עטר מיינר, רבע לאפריקה, פול טראנק, עילי אשדות ורבים אחרים.	Other musicians appearing in the lineup include: Hila Ruach, Teddy Ngusa, Daniella Spector, Yuval Mendelsohn and the trip to Poland, the White Screen Band, Rif Cohen, Karolina, Atar Meiner, Reva Le-Afrika, Paul Trunk, Eli Ashdot and many others.	yes
