בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	In the shadow of extinction: Three cheetah cubs were born in Iran.	yes
יום האישה שמח שיהיה לכן.	Happy Women's Day to you.	no
קבלת שבת עם גיל ססובר, עכשיו 14	Celebrating Shabbat with Gil Sasover, now 14.	no
איגוד הדיור המוגן נגד רותי רוסו: "להגיד 'יש לזה טעם של דיור מוגן' פוגע בפעילותנו"	The Protected Housing Association against Ruthi Russo: "Saying 'it has a taste of protected housing' harms our activity."	yes
יושבת הראש יולי גת שיגרה מכתב, שבו הביעה את תלונת האיגוד נגד אמירה מעליבה, לטענתם, של שופטת "המסעדה הבאה" באחד מהטריילרים לתוכנית •	The chairwoman, Yuli Gat, sent a letter expressing the union's complaint against an allegedly offensive remark made by a judge of "The Next Restaurant" in one of the program's trailers.	yes
רותי רוסו בתגובה: "שמחה שיש מקומות שמשקיעים יותר בקולינריה של אוכלוסייה זו".	Ruthie Russo in response: "I'm glad there are places that invest more in the culinary of this population."	yes
איגוד בתי האבות והדיור המוגן בישראל נגד ״המסעדה הבאה״: במכתב ששלחה יושבת הראש יולי גת והגיע ל״ישראל היום״ נכתב כך: ״בקדימון בטרם השידור, שהופץ בכל רשתות החברתיות ובטלוויזיה, מתואר כי השופטת המקצועית של התחרות אמרה 'לאוכל יש טעם של דיור מוגן', דהיינו אוכל של מוסד סגור עם אוכל ברמה נמוכה״.	The Association of Nursing Homes and Sheltered Housing in Israel against "The Next Restaurant": In a letter sent by the chairwoman Yuli Gat and received by "Israel Today", it was written: "In the promo before the broadcast, which was distributed on all social networks and on television, it was described that the professional judge of the competition said 'the food tastes like sheltered housing', meaning food from a closed institution with low-quality food."	yes
״הטון שבחרה שופטת התוכנית, רותי רוסו, לתאר את אכזבתה מהמזון שהמתמודד הגיש מבטל ברגע את פעילותנו רבת השנים להילחם כנגד הבורות הקיימת בתחום, זאת משום שבתי הדיור המוגן מפעילים בבתים השונים מסעדות לטובת הדיירים עם מנות שף ברמה הכי גבוהה״.	"The tone chosen by the show's judge, Ruti Russo, to express her disappointment with the food the contestant served, instantly negates our years-long efforts to fight against the ignorance in the field. This is because the protected housing facilities operate restaurants in the various homes for the benefit of the residents, with chef meals at the highest level."	yes
עוד נכתב: ״צוותי השירות ומנהלי הבתים נאבקים על תדמיתו של הדיור המוגן המציע פתרונות לדיור איכותי לזקנים, ובכללם הפגת בדידות, פעילויות פנאי בשפע, רמת חיים גבוהה ועוד".	It was also written: "The service teams and home managers are fighting for the image of the protected housing that offers solutions for quality housing for the elderly, including reducing loneliness, abundant leisure activities, high standard of living and more."	yes
בישראל בשנים האחרונות יותר ויותר משפחות ואנשים מבוגרים מבינים כי בדידות זו המחלה הקשה ביותר בגיל מבוגר ורואים במקומות הקהילתיים כפתרון מוכח למחלה.	In recent years in Israel, more and more families and elderly people understand that loneliness is the hardest disease in old age and see community centers as a proven solution to the disease.	yes
"מזון הוא אחד מההנאות הגדולות ביותר בחיים, ולכן אנו מקדישים משאבים ומאמצים בכדי להגיש לדיירים את האוכל המשובח ביותר.	"Food is one of the greatest pleasures in life, and therefore we dedicate resources and efforts to serve our residents the finest food.	yes
מרבית בתי הדיור המוגן נעזרים בשפים מקצועיים על מנת לבנות תפריט.	Most protected housing facilities use professional chefs to create a menu.	yes
אנו נשמח בכל עת להזמין את צוות השופטים בכדי להתרשם מהמנות המנצחות המוגשות מידי יום לעשרות אלפי זקנים בישראל וכן בשם השפים וצוותי המסעדות בבתי הדיור המוגן נבקש התנצלותכם והבהרתכם.	We would be happy at any time to invite the judging team to be impressed by the winning dishes served daily to tens of thousands of elderly people in Israel, and on behalf of the chefs and restaurant teams in the protected housing, we ask for your apology and clarification.	yes
בואו ביחד, אמצעי התקשורת והחברה הישראלית, בכדי לעודד את הדיור הקהילתי למען בריאות הקשישים״.	Let's come together, the media and Israeli society, to promote community housing for the health of the elderly.	no
רותי רוסו מסרה בתגובה: "שמחה שיש מקומות שמשקיעים יותר בקולינריה של אוכלוסייה זו, שבהחלט מגיע לה אוכל מעולה בתקופה המתקדמת של החיים.	Ruthie Russo responded: "I'm glad that there are places that invest more in the culinary of this population, which definitely deserves excellent food in the advanced stage of life."	no
אני מכבדת את עבודתם הקשה של טבחים, טבחיות, שפיות ושפים בכל מקום, גם בדיור המוגן".	I respect the hard work of butchers, female butchers, female chefs and chefs everywhere, even in protected housing.	no
"מוסר כפול: ברוסיה אתה מבטל מופע אבל בישראל לא ביטלת?"	"Double standard: You cancel a show in Russia but not in Israel?"	yes
ניק קייב מגיב לביקורת	Nick Cave responds to criticism.	yes
הזמר התייחס לביקורת שהוטחה בו על ידי מעריץ טורקי, שהאשים אותו במוסר כפול •	The singer responded to criticism leveled at him by a Turkish fan, who accused him of double standards.	yes
הזמר בתגובה: "הפלישה לאוקראינה שונה מאוד מהקונפליקט הישראלי-פלשתיני	The singer responded: "The invasion of Ukraine is very different from the Israeli-Palestinian conflict."	yes
"	"	no
ניק קייב ביטל מוקדם יותר השבוע הופעה ברוסיה בשל המלחמה והכריז כי הוא "ניצב לצד אוקראינה ומתפלל שהטירוף יסתיים בקרוב".	Earlier this week, Nick Cave cancelled a performance in Russia due to the war and announced that he "stands with Ukraine and prays that the madness will end soon."	yes
בכך הצטרף הזמר האוסטרלי המוערך לאמנים וללהקות כמו איגי פופ, גרין דיי ופרנץ פרדיננד, שביטלו גם הם הופעות במדינה הפולשת.	In doing so, the esteemed Australian singer joined artists and bands like Iggy Pop, Green Day, and Franz Ferdinand, who also cancelled performances in the invading country.	yes
אבל במקרה של קייב הודעת הביטול שלו קיבלה תפנית מעט שונה.	But in the case of Kiev, his cancellation notice took a slightly different turn.	yes
