בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	In the shadow of extinction: Three cheetah cubs were born in Iran.	yes
"אני כבר לא אותה קים שחושבת שעות על איזה סלפי ביקיני כדאי להעלות", היא מתעקשת, "אבל זה גם לא נעלם לגמרי מחיי.	"I'm no longer the same Kim who thinks for hours about which bikini selfie to post, " she insists, " but it hasn't completely disappeared from my life either."	no
אדם חייב להיות נאמן למי שהוא באמת ולקחת הכל בכיף".	A person has to be true to who he really is and take everything for fun"	no
על הסיבות לפיטורי המפיק שגילה אותן ריאן סיקרסט ועל הדרך החדשה והמאוד רווחית שלהן בתעשייה, המשמעות של המעבר לדיסני, מכונת היח"צ המשומנת של המשפחה והשפעתה על רווחיות המותג ועוד, בכתבה המלאה שתפורסם במגזין "שישבת".	About the reasons for firing the producer who discovered them Ryan Seacrest and their new and very profitable way in the industry, the significance of the move to Disney, the family's well-oiled PR machine and its impact on the brand's profitability and more, in the full article that will be published in the magazine “ Sheba” and in the full article published in the magazine “ Sheba”,	no
אינדינגב בניחוח בינלאומי: אפגן וויגז מצטרפים אל אביתר בנאי ונגה ארז	Indinegev with an international flavor: Afghan and Wigs join Evyatar Banai and Noga Erez.	yes
להקת הרוק האמריקאית מצטרפת אל שורת אמנים מקומיים שייקחו השנה חלק בפסטיבל המוזיקה המדברי, שנחשב לאירוע עלייה לרגל בקרב שוחרי מוזיקה רבים	The American rock band joins a host of local artists who will take part in the Desert Music Festival this year, which is considered a pilgrimage event among many music lovers.	yes
להקת אפגן וויגז, שלומי שבן, נגה ארז, אביתר בנאי ו-Tess הם בין השמות שייקחו חלק בפסטיבל אינדינגב, שיתקיים בין ה-20 ל-22 באוקטובר.	Afghan Wiggs, Shlomi Shaban, Noga Erez, Evyatar Banai and Tess are among the names that will take part in the Indingab festival, which will take place between October 20 and 22.	yes
השנה יציין הפסטיבל 15 שנים להקמתו והיום (רביעי) מפרסמת הפקת הפסטיבל את רשימת המשתתפים באירוע המדברי.	This year the festival will mark its 15th anniversary and today ( Wednesday) the festival production publishes the list of participants in the desert event.	yes
מוזיקאים אחרים המופיעים בליינאפ כוללים את: הילה רוח, טדי נגוסה, דניאלה ספקטור, יובל מנדלסון והמסע לפולין, להקת המסך הלבן, ריף כהן, קרולינה, עטר מיינר, רבע לאפריקה, פול טראנק, עילי אשדות ורבים אחרים.	Other musicians performing in the lineup include: Hila Wind, Teddy Nagosa, Daniela Spector, Yuval Mendelssohn and the Journey to Poland, The White Screen Band, Riff Cohen, Karolina, Atar Miner, A quarter to Africa, Paul Trunk, Ilai Ashdot and many others.	yes
אינדינגב החל את דרכו בשנת 2007 כאירוע נישתי קטן, שאיגד את השמות החמים בסצנת האינדי הישראלית.	Indinegev began its journey in 2007 as a small niche event, which brought together the hottest names in the Israeli indie scene.	yes
עם השנים הוא הפך לאירוע עלייה לרגל עבור חובבי מוזיקה רבים, והחל לארח שמות בינלאומיים, לצד אמנים מיינסטרימים.	Over the years, it became a pilgrimage event for many music lovers, and began hosting international names, alongside mainstream artists.	yes
אביב גפן ושרית חדד: פסטיבל חוצות היוצר בירושלים בהפתעות חדשות	Aviv Geffen and Sarit Hadad: The creative outdoor festival in Jerusalem with new surprises.	yes
הפסטיבל הבינלאומי בבירה, שהפך למסורת ויתקיים במספר מוקדים יציג מופעים מוזיקליים של אמנים מקומיים מובילים, וישלב מופעי קרקס ומיצגים אמנותיים חדשניים ומפתיעים	The international festival in the capital, which has become a tradition and will take place in several locations, will present musical performances by leading local artists, and will combine circus performances and innovative and surprising artistic performances.	yes
.		no
כמו כל קיץ לאורך השנים, לצד החום, הלחות והשעמום של התלמידים, מגיע גם הפסטיבל הבינלאומי חוצות היוצר ירושלים, שכבר הפך למסורת בבירה ויתקיים במספר מוקדים (בהם גן מיטשל, בריכת הסולטן, אל מול מגדל דוד ולמרגלות חומות העיר העתיקה) - בין התאריכים 15-27 באוגוסט.	Like every summer over the years, alongside the heat, humidity and boredom of the students, comes the International Outdoor Festival that creates Jerusalem, which has already become a tradition in the capital and will take place in several locations ( including Mitchell Garden, the Sultan's Pool, opposite the Tower of David and at the foot of the Old City walls) - between August 15-27.	yes
במסגרת הפסטיבל יתקיימו בכל יום מופעים מוזיקליים של אמנים רבים בהם שרית חדד, קובי פרץ, אביב גפן והתעויוט שיארחו את החברים של נטאשה, שלומי שבת, עידן חביב, נתן גושן, נסרין קדרי, דני סנדרסון שיארח את תיסלם ואמיר דדון, נגה ארז ועוד.	As part of the festival, musical performances by many artists will take place every day, including Sarit Hadad, Kobi Peretz, Aviv Geffen and Hatayot, who will host Natasha's friends, Shlomi Shabbat, Habib, Natan Goshen, Nasreen Kadri, Danny Sanderson who will host Tislam and Amir Dadon, Noga Erez and more, and more. Noga Erez and more.	yes
לצד המוסיקה השנה יתקיימו שני מופעים מסקרנים.	Alongside the music this year, there will be two intriguing performances.	yes
הראשון הוא ARTISTA - תערוכת מיצגים מוארים במרחב הציבורי (עיצוב: פיליפ בלאו) עם דמויות מגלקסיות אחרות שיסתובבו בין המבקרים בתוך מבנה ויציגו הרפתקה שלמה באור וגם בלילה.	The first is ARTISTA  an exhibition of illuminated exhibits in public space ( design: Philip Blau) with characters from other galaxies who will walk among visitors indoors and present a complete adventure in both light and night and present a complete adventure in the light and night as well.	yes
המיצג התיאטרלי ישלב רקדנים, שחקנים, ואמני תיאטרון פיזי שיתקשרו עם הקהל.	The theatrical performance will combine dancers, actors, and physical theater artists who will interact with the audience.	yes
SPARKS הוא מופע קרקס, תנועה וריחוף אווירי של קרקס Y, תערוכת צילום אינסטגרמית בהשראת יצירות אמנות מפורסמות.	SPARKS is a circus show, movement and aerial levitation of Circus Y, an Instagram photography exhibition inspired by famous works of art.	yes
The Black Box Gallery – היא גלריית ההצצה של היוצר והמבצע ליאור כלפון, שתוצב ברחבת היריד עם חורי הצצה שיחשפו את הקהל לתערוכת יצירותיו הזרחניות של ליאור כלפון, יצירות אמנות של פסלים מוארים של האמן הרב תחומי אלון בירגר (תיאטרון האור) ועוד.	The Black Box Gallery  is a glimpse gallery of creator and performer Lior Kalfon, which will be placed in the fairground with peepholes that will expose the audience to an exhibition of Lior Kalfon's phosphorescent works, artworks of illuminated sculptures by multidisciplinary artist Alon Birger ( Theatre of Light) and more.	yes
