Police arrest 15 after violent protest outside UK refugee hotel	Polizei verhaftet 15 nach gewaltsamen Protesten vor einem britischen Flüchtlingshotel	yes
Polis stated that he wishes that more time was spent on the issue of immigration during the meeting of governors at the White House, but the issue "came up." We did have Secretary Mayorkas there for part of it. And so, we brought up, again, there's a lot of concern I share about what will happen when Title 42 ends in May and so, making sure that the federal government has a plan. We hope they do. If they do, they haven't shared it fully with us yet. But we've said, you need a plan. We want them to vet it with us. We want to make sure it's not what we experienced in December times five or times three, that would be a disaster for the country and it would be terrible for the Biden administration.	Polis erklärte, dass er wünscht, dass mehr Zeit auf die Frage der Einwanderung in der Besprechung von Gouverneuren im Weißen Haus investiert werden würde, aber das Thema "kam auf". Wir hatten Minister Mayorkas für einen Teil da. Und so brachten wir wieder viel Sorge auf, die ich teile, was geschehen wird, wenn der Titel 42 im Mai ausläuft und so, um sicherzustellen, dass die Bundesregierung einen Plan hat. Wir hoffen, sie haben einen. Wenn sie es tun, haben sie ihn noch nicht vollständig mit uns geteilt. Aber wir haben gesagt, Sie brauchen einen Plan. Wir möchten, dass sie es mit uns prüfen. Wir wollen sicherstellen, dass es nicht das ist, was wir im Dezember fünft Mal oder dreimal erlebt haben, das wäre eine Katastrophe für das Land und das wäre schrecklich für die Biden-Regierung.	yes
McDonald's withdraws "tasteless" advert near crematorium - RT World News	McDonald's zieht "geschmacklose" Werbung in der Nähe eines Krematoriums zurück - RT World News	yes
McDonald's has apologized after an advertisement for the fast-food chain's "McCrispy" burger was placed close to a crematorium in the UK - although some locals did see the funny side. The restaurant chain has pledged to remove the offending advertising hoarding following complaints from residents of Truro in the UK county of Cornwall. It had gained attention on social media on Friday for being placed on a busy road directly opposite an establishment which offers cremation services. The brightly lit advert, which was placed directly behind a sign pointing to the crematorium, was branded as "tasteless" by some angry locals. "Although I can see the funny side, it is tasteless and I'm sure some grieving family members won't like to see it when visiting Penmount for the funeral and cremation of a loved one," said a resident whose mother-in-law was cremated at the funeral home last year, as quoted by British media.	Die fast-food-Kette hat sich entschuldigt, nachdem eine Anzeige für die "McCrispy"-Burger in der Nähe eines Krematoriums in Großbritannien platziert wurde - obwohl einige Einheimische es als lustig gesehen haben. Die Gastronomik-Kette hat sich verpflichtet, die beleidigenden Werbungsschilder nach den Beschwerden von Truro in der britischen Grafschaft Cornwall zu entfernen. Sie hatte am Freitag auf Social Media Aufmerksamkeit erlangt, weil sie in einer belebten Straße direkt gegenüber einer Einrichtung platziert wurde, die Einäscherungsdienste anbietet. Die hellbeleuchtete Anzeige, die direkt hinter einem Schild platziert wurde, das auf das Krematorium zeigte, wurde von einigen wütenden Einheimischen als "geschmacklos" gebrandmarkt. "Obwohl ich die lustige Seite sehen kann, ist sie geschmacklos und ich bin sicher, dass einige trauernde Familienmitglieder es nicht möchten werden, wenn sie Penmount für die Beerdigung und Einäschung eines geliebten Menschen besuchen", sagte ein Einwohner der britischen Medien, dessen Schwiegermutter im letzten Jahr im Beerdigungskampfarung verbrannt wurde.	yes
However, not everyone was quite so offended by the unfortunate placement of the advertisement, with one noting that a person's reaction to it would likely be influenced by "how long ago you followed the crematorium sign wearing a black tie." One person said they "fell off the chair laughing" when they spotted the advert online, while it was also noted by another local that it was "no worse" than the council's decision to entertain the idea of allowing a crematorium to be built "next door to a retirement village."	Jedoch waren nicht alle durch das unglückliche Platzieren der Werbung so sehr beleidigt, wobei einer darauf hinwies, dass die Reaktion einer Person darauf wahrscheinlich davon beeinflusst wird, "wie lange Sie das Krematoriumsschild mit einer schwarzen Krawatte verfolgt haben". Eine Person sagte, sie sei "aus dem Stuhl gelacht", als sie die Anzeige online entdeckt hatte, während es auch von einem anderen Einheimischen festgestellt wurde, dass es "nicht schlimmer" war als die Entscheidung des Stadtrates, die Idee zu akzeptieren, ein Krematorium "next door to a retirement village" zu errichten.	yes
A statement issued by McDonald's was published by local media on Friday soon after an image of the advertisement went viral online, in which the restaurant chain said it would remove the advert as soon as possible. "We were unaware of the road sign in the vicinity of this bus stop. However, in light of the concerns raised by CornwallLive, we have asked for our advertisement to be removed," the fast-food brand said. Cornwall Council, which operates both the crematorium and the bus shelter which displays the advert, declined the comment on the furor when contacted by local media.	Am Freitag wurde eine Erklärung von McDonald's in lokalen Medien veröffentlicht, kurz nachdem ein Bild der Werbung online viral gegangen war, in der die Restaurantkette mitteilte, dass sie die Anzeige so schnell wie möglich entfernen werde. "Wir waren uns der Straßenschild in der Nähe dieser Bushaltestelle nicht bewusst. In Anbetracht der Bedenken von CornwallLive haben wir jedoch darum gebeten, unsere Werbung zu entfernen", sagte die Fastfood-Marke.	yes
Gut instinct' missing woman is not in river	Die vermisste Frau ist nicht im Fluss.	yes
Searches for missing English woman Nicola Bulley have entered a 16th day after her partner said his "gut instinct" is that she is not in the river. Lancashire Police said officers are keeping an "open mind" while continuing to appeal for information about Ms Bulley, who disappeared on 27 January while walking her dog in St Michael's on Wyre. The force is continuing to search the River Wyre towards the sea at Morecambe Bay, working on one hypothesis that the 45-year-old, from Inskip, could have fallen in. Their search has been aided by specialists and divers from HM Coastguard, mountain rescue, and Lancashire Fire and Rescue Service, with sniffer dogs, drones, and police helicopters deployed.	Die Suche nach der vermissten englischen Frau Nicola Bulley ist in den 16. Tag eingetreten, nachdem ihr Partner sagte, dass sein "Intuitiv" sei, dass sie nicht im Fluss ist. Die Polizei von Lancashire sagte, dass die Beamten einen "offenen Geist" bewahren, während sie weiterhin nach Informationen über Bulley appellieren, die am 27. Januar bei einem Spaziergang mit ihrem Hund in St. Michael auf Wyre verschwand. Die Polizei sucht weiterhin den Fluss Wyre in Richtung Meer in Morecambe Bay und arbeitet an einer Hypothese, dass der 45-Jährige aus Inskip ins Meer gefallen sein könnte.	yes
Ms Bulley vanished while walking her springer spaniel Willow near the river, shortly after dropping her daughters, aged six and nine, at school. The mortgage adviser's phone was found on a bench overlooking the river, still connected to a work call. Her partner, Paul Ansell said he wants to keep "all options open" about her disappearance, but his "gut instinct" tells him she is not in the river. He described Ms Bulley as "fun," "loving," "the most loyal friend you could ever have" and an "exceptional mum" who "absolutely adores our girls." "She's just a pillar of strength to our family and without her, the hole is bigger than you can possibly imagine," he told 5 News.	Während der Schreibzeit vermisst Bulley ihren Springer Spaniel Willow in der Nähe des Flusses, kurz nachdem sie ihre Töchter, sechs und neun Jahre alt, in der Schule abgesetzt hatte. Das Handy des Hypothekenberaters wurde auf einer Bank gefunden, die über den Fluss lag und noch mit einem Arbeitsanruf verbunden war. Ihr Partner Paul Ansell sagte, er wolle "alle Optionen offen" halten, was ihr Verschwinden anbelangt, aber sein "Bauchgefühl" sagt ihm, dass sie nicht im Fluss sei. Er beschrieb Bulley als "lustig", "liebend", "die treueste Freundin, die man jemals haben könnte" und als eine "außergewöhnliche Mutter", die "unsere Mädchen absolut verehrt". "Sie ist nur eine Stützpfe der Stärke für unsere Familie und ohne sie ist das Loch größer, als Sie sich vorstellen können", sagte er gegenüber 5 News.	yes
Mr Ansell said that although the family is going through "unprecedented hell," hope that his partner will be found is "stronger than ever." Police have discounted foul play and are treating the incident as a missing person inquiry. On Thursday, the focus of their search switched from St Michael's to around 10 miles downstream where the river empties into the sea at Morecambe Bay, with patrol and rescue boats spotted in the area.	Herr Ansell sagte, die Familie durchläufe zwar eine "beispiellose Hölle", doch die Hoffnung, dass sein Partner gefunden wird, ist "stärker als jemals zuvor". Die Polizei hat Untreue verworfen und behandelt den Vorfall als eine Vermissten-Ermittlung. Am Donnerstag wechselte der Fokus ihrer Suche von St. Michael's auf etwa 16 km flussabwärts, wo der Fluss in Morecambe Bay in den Ozean mündet, und es wurden in der Umgebung Patrouillen- und Rettungsboote gesichtet.	yes
East Germany's last communist leader dies at 95	Der letzte kommunistische Führer Ostdeutschlands stirbt im Alter von 95 Jahren	yes
BERLIN (AP) - Hans Modrow, who served as East Germany's last communist leader during a turbulent tenure that ended in the country's first and only free election, has died. He was 95. Modrow died early Saturday, the Left party parliamentary group tweeted.	Hans Modrow, der als letzter kommunistischer Führer Ostdeutschlands während einer turbulenten Amtszeit, die in den ersten und einzigen freien Wahlen des Landes endete, diente, ist im Alter von 95 Jahren gestorben.	yes
Modrow, a reform-minded communist, took over East Germany shortly after the Berlin Wall fell and later invited opposition forces into the government, but could not slow the gathering momentum for German reunification. "The entire peaceful course of establishing German unity was precisely a special achievement of his," the Left wrote on Twitter."That will remain his political legacy." During 16 years as communist party chief in Dresden, starting in 1973, Modrow built a reputation as an anti-establishment figure. He rejected party perks and insisted on living in a normal apartment.	Modrow, ein reformorientierter Kommunist, übernahm die Ostdeutschland kurz nach dem Fall der Berliner Mauer und lud später Oppositionskräfte in die Regierung ein, konnte jedoch nicht die Schwungmasse für die deutsche Wiedervereinigung verlangsamen. "Der gesamte friedliche Weg der Etablierung der deutschen Einheit war genau eine besondere Leistung von ihm", schrieb die Linke auf Twitter. "Das wird sein politisches Erbe bleiben". Während seiner 16-jährigen Tätigkeit als Vorsitzender der kommunistischen Partei in Dresden, beginnend 1973, etablierte sich Modrow den Ruf als Anti-Establishment-Figur.	yes
