Police arrest 15 after violent protest outside UK refugee hotel	﻿Polizeiverhaftung 15 nach gewaltsamen Protesten außerhalb des britischen Flüchtlingshotels	yes
(PERSON4) I had to look just at a few examples of attention, I did not do any statistics or anything, and it looks at the constraints, and when it translates the constraints, it looks like the constraints given, and I think it would be useful if the system made any errors, but it in fact does not do any in that sense. It makes some general translation errors but not the (phenomena) we are trying to solve. Well, going back to the automatic evaluation, the problem with mismatch is that the output is correctly inflected, but the context is different. Therefore, it is not the same word form as in reference, right?	(PERSON4) Ich musste nur ein paar Beispiele der Aufmerksamkeit betrachten, ich habe keine Statistiken oder irgendetwas getan, und es betrachtet die Zwänge, und wenn es die Zwänge übersetzt, sieht es aus wie die gegebenen Einschränkungen, und ich denke, es wäre nützlich, wenn das System irgendwelche Fehler gemacht hat, aber es tut in diesem Sinne nichts. Es macht einige allgemeine Übersetzungsfehler, aber nicht die (phenomena), die wir versuchen zu lösen. Nun, zurück zur automatischen Bewertung, das Problem mit Missverhältnis ist, dass die Ausgabe korrekt inflected, aber der Kontext ist anders, daher ist es nicht das gleiche Wort Form wie in Bezug, richtig?	yes
(PERSON4) Yeah, but I have also checked if the contexts are valid translations and in most cases they are. Like in the first 100 examples that were marked as error by automatic evaluation 91 of them were correctly inflected in correct contexts.	(PERSON4) Ja, aber ich habe auch überprüft, ob die Kontexte gültige Übersetzungen sind und in den meisten Fällen sind es sie.	yes
(PERSON4) And I think only two or three sentences were correctly inflected in the incorrect context, like the translation was wrong. And then there are some cases where the translation was totally wrong, because the sentence was really wrong, and the part must be <unintelligible/>, but that was just like one or two cases.	(PERSON4) Und ich glaube, nur zwei oder drei Sätze wurden richtig in den falschen Kontext eingefügt, wie die Übersetzung falsch war, und dann gibt es einige Fälle, in denen die Übersetzung völlig falsch war, weil der Satz wirklich falsch war, und der Teil muss <unverständlich/> sein, aber das war genauso wie ein oder zwei Fälle.	yes
(PERSON3) But you are trying to match the divert forms when you are evaluating it, right? You do not do any-	(PERSON3) Aber du versuchest, die Umlenkungsformulare bei der Bewertung abzugleichen, oder?	no
(PERSON3) -lemmatization of the reference and the-	(PERSON3) -lemmatisierung der Referenz und der	no
(PERSON4) Both, both, both, I'm matching both the surface forms and lemma.	(PERSON4) Beide, beide, passen sowohl die Oberflächenformen als auch daslemma.	no
(PERSON3) Oh I see, oh yeah, those are the two scores, right?	(PERSON3) Oh ich sehe, oh ja, das sind die beiden Noten, oder?	no
(PERSON4) It is just the dilemma score for the (European?) is not in the table because of the table like won't fit into the paper so <unintelligible/> Coverage is always like 97 percent. It just generates the correct lemmas, just-	(PERSON4) Es ist nur das Dilemma-Score für den (Europäer?) ist nicht in der Tabelle, weil der Tisch wie nicht in das Papier passt so <unverständlich/> Abdeckung ist immer wie 97 Prozent. Es generiert nur die richtigenlemmas, nur-	no
(PERSON3) Oh yeah, okay, I get it, I get it. So basically, the lemma coverage says whether the constraint is there, and the surface coverage difference suggests that it might be incorrectly inflected, but that is not the case.	(PERSON3) Oh ja, okay, ich bekomme es, ich bekomme es, also sagt dielemmaabdeckung, ob die Einschränkung da ist, und die Differenz der Oberflächenabdeckung deutet darauf hin, dass es falsch inflected sein könnte, aber das ist nicht der Fall.	no
(PERSON3) Oh yeah, just I do not know if you if you, if you catch <unintelligible/> when we were talking about [PERSON1], but one thing, is, that, that the (blow) is better but the other thing is that the lemmas are actually properly inflected manually, but that is that is another, no, no problem, it is actually good that is <unintelligible/> right, yeah. So, I was thinking there might be. But I'm not sure whether we have some test data for that, but we might try to play around with the models with some sort of style transfer? As you know, we can use a constraint and try to use a synonymous constraint instead and see or compare how, how, what is the difference between the outputs. But this is, like I'm just describing it vaguely because I myself do not have an exact idea how to do it, but it might have been an interesting, distinct scenario. I do not know, [PERSON1], do you know about any style transfer data for English Czech? Do we have something?	(PERSON3) Oh ja, ich weiß nicht, ob Sie, wenn Sie <unintelligible/>, wenn wir über [PERSON1] sprechen, aber eines ist, dass das (Blow) besser ist, aber das andere ist, dass dielemmas wirklich richtig inflected sind, aber das ist ein anderes, nein, kein Problem, es ist wirklich gut, das ist <unverständlich/> richtig, ja, ja. Aber ich bin nicht sicher, ob wir einige Testdaten dafür haben, aber ich bin nicht sicher, ob wir einige Testdaten dafür haben, aber ich bin nicht sicher, ob wir einige Testdaten dafür haben, aber ich bin nicht sicher, ob wir einige Testdaten dafür haben, aber ich bin nicht sicher, ob wir einige Testdaten dafür haben, aber wir können versuchen, mit den Modellen zu spielen mit einer Art Stiltransfer. Aber ich weiß, wir können eine Einschränkung verwenden und versuchen, eine synonyme Einschränkung zu verwenden	yes
(PERSON4) <unintelligible/>	(PERSON4) <unverständlich/>	yes
(PERSON1) By style transfer, Dusan, you mean that there would be something which is in the written language, and you would be the target side, would be in the spoken language or something like that?	(PERSON1) Durch Stiltransfer, Dusan, würdest du bedeuten, dass es etwas in der schriftlichen Sprache gibt, und du wärest die Zielseite, wäre in der gesprochenen Sprache oder so?	yes
(PERSON3) Well, that is the thing like, I have only a limited knowledge about the task. But I can imagine that you want to rewrite a sentence that it is not written by male, but it is written by a female instead or, I do not know, like you can have a scientific and unscientific explanation of certain phenomena. I'm not really that familiar with the exact data sets and what they cover. And the idea is that the style of the sentences gets quite vaguely defined. So again, not so sure.	(PERSON3) Nun, das ist die Sache, ich habe nur ein begrenztes Wissen über die Aufgabe, aber ich kann mir vorstellen, dass Sie einen Satz neu schreiben möchten, der nicht von männlichen geschrieben wird, sondern von einer Frau geschrieben wird, oder, ich weiß nicht, wie Sie eine wissenschaftliche und unwissenschaftliche Erklärung bestimmter Phänomene haben können. Ich bin nicht wirklich so vertraut mit den genauen Datensätzen und was sie abdecken. Und die Idee ist, dass der Stil der Sätze ziemlich vage definiert wird, also wieder nicht so sicher.	yes
(PERSON1) We have this corpus of sentence transformations. And one thing that is there and could be labelled as style transfer is for example, making the sentences more general. So, details are omitted, the sentence is simplified, and then making the sentence sound colloquial. Well, just a paraphrase. And I'm not sure if we have anything like shortening of the sentence. For shortening, Matous is doing some experiment with English–Czech, but we do not have any reference data there. So, we do not have any sentence compression dataset. So maybe the generalization could be of interest but I'm afraid that there are too many different good generalizations, so the single reference one would be too limited to tell you anything about the quality of your generalization. And I'm not aware of any like gender transformations, for example, this could be done <unintelligible/> for Czech, so maybe the right person would be Rudolf Rosa to ask him if he has ever generated any such dataset. So, there will be a root-based generation of some sentence counterpart.	(PERSON1) Wir haben diesen Satz von Satztransformationen. Und eine Sache, die da ist und als Stiltransfer gekennzeichnet werden könnte, ist zum Beispiel, die Sätze allgemeiner zu machen, so dass Details weggelassen werden, der Satz vereinfacht wird und dann der Satz kolloquial klingt. Und ich bin nicht sicher, ob wir irgendetwas wie Verkürzung des Satzes machen. Und ich bin nicht sicher, ob wir irgendetwas wie Verkürzung des Satzes haben. Und ich bin nicht sicher, ob wir irgendetwas wie Verkürzung des Satzes haben. Und ich bin nicht sicher, ob wir irgendetwas wie Verkürzung des Satzes haben, aber wir haben keine Bezugsdaten dort haben. Also, wir haben nicht sicher, ob wir etwas mit Englisch-Tschechisch machen, aber wir haben keine Bezugsdaten dort haben. Also, wir haben nicht sicher, ob wir etwas mit Englisch-Tschechisch, aber wir haben	no
