Police arrest 15 after violent protest outside UK refugee hotel	Polizei verhaftet 15 nach gewalttätigen Protesten vor einem Flüchtlingshotel in Großbritannien	yes
McDonald's has apologized after an advertisement for the fast-food chain's "McCrispy" burger was placed close to a crematorium in the UK - although some locals did see the funny side. The restaurant chain has pledged to remove the offending advertising hoarding following complaints from residents of Truro in the UK county of Cornwall. It had gained attention on social media on Friday for being placed on a busy road directly opposite an establishment which offers cremation services. The brightly lit advert, which was placed directly behind a sign pointing to the crematorium, was branded as "tasteless" by some angry locals. "Although I can see the funny side, it is tasteless and I'm sure some grieving family members won't like to see it when visiting Penmount for the funeral and cremation of a loved one," said a resident whose mother-in-law was cremated at the funeral home last year, as quoted by British media.	McDonald's hat sich entschuldigt, nachdem eine Werbung für den "McCrispy" Burger der Fast-Food-Kette in der Nähe eines Krematoriums in Großbritannien platziert wurde - obwohl einige Einheimische die lustige Seite gesehen haben. Die Restaurantkette hat sich verpflichtet, die beleidigende Werbung zu entfernen, nachdem die Bewohner von Truro in der britischen Grafschaft Cornwall beschwert hatten. Es hatte am Freitag auf Social Media Aufmerksamkeit gewonnen, weil es auf einer belebten Straße direkt gegenüber einer Einrichtung platziert wurde, die Einäscherungsdienste anbietet. Die hell erleuchtete Werbung, die direkt hinter einem Schild platziert wurde, das auf das Krematorium hinweist, wurde von einigen wütenden Einheimischen als "geschmacklos" gebrandmarkt. "Obwohl ich die lustige Seite sehen kann, ist es geschmacklos und ich bin mir sicher, dass einige trauernde Familienmitglieder es nicht mögen werden, wenn sie Penmount für die Beerdigung und Einäscherung eines geliebten Menschen besuchen", sagte ein Einwohner, dessen Schwiegermutter im letzten Jahr in der Beerdigung des Hauses verbrannt wurde, wie von britischen Medien zitiert.	yes
However, not everyone was quite so offended by the unfortunate placement of the advertisement, with one noting that a person's reaction to it would likely be influenced by "how long ago you followed the crematorium sign wearing a black tie." One person said they "fell off the chair laughing" when they spotted the advert online, while it was also noted by another local that it was "no worse" than the council's decision to entertain the idea of allowing a crematorium to be built "next door to a retirement village."	Jedoch waren nicht alle so beleidigt über die unglückliche Platzierung der Anzeige, und einer bemerkte, dass die Reaktion einer Person darauf wahrscheinlich davon beeinflusst würde, "wie lange Sie dem Krematoriumszeichen mit einer schwarzen Krawatte gefolgt sind". Eine Person sagte, sie sei "aus dem Stuhl gelacht", als sie die Anzeige online entdeckte, während es auch von einem anderen Einheimischen bemerkt wurde, dass es "nicht schlimmer" sei als die Entscheidung des Rates, die Idee zu berücksichtigen, ein Krematorium "neben einem Altersdorf" zu bauen.	yes
A statement issued by McDonald's was published by local media on Friday soon after an image of the advertisement went viral online, in which the restaurant chain said it would remove the advert as soon as possible. "We were unaware of the road sign in the vicinity of this bus stop. However, in light of the concerns raised by CornwallLive, we have asked for our advertisement to be removed," the fast-food brand said. Cornwall Council, which operates both the crematorium and the bus shelter which displays the advert, declined the comment on the furor when contacted by local media.	Am Freitag wurde eine Erklärung von McDonald's in lokalen Medien veröffentlicht, kurz nachdem ein Bild der Werbung im Internet viral ging, in der die Restaurantkette sagte, dass sie die Werbung so schnell wie möglich entfernen würde. "Wir waren uns der Straßenschild in der Nähe dieser Bushaltestelle nicht bewusst. Angesichts der Bedenken von CornwallLive haben wir jedoch darum gebeten, dass unsere Werbung entfernt wird", sagte die Fast-Food-Marke.	yes
Gut instinct' missing woman is not in river	Die vermisste Frau ist nicht im Fluss.	yes
Searches for missing English woman Nicola Bulley have entered a 16th day after her partner said his "gut instinct" is that she is not in the river. Lancashire Police said officers are keeping an "open mind" while continuing to appeal for information about Ms Bulley, who disappeared on 27 January while walking her dog in St Michael's on Wyre. The force is continuing to search the River Wyre towards the sea at Morecambe Bay, working on one hypothesis that the 45-year-old, from Inskip, could have fallen in. Their search has been aided by specialists and divers from HM Coastguard, mountain rescue, and Lancashire Fire and Rescue Service, with sniffer dogs, drones, and police helicopters deployed.	Die Suche nach der vermissten Engländerin Nicola Bulley geht in den 16. Tag, nachdem ihr Partner gesagt hat, dass er "instinktiv" weiß, dass sie nicht im Fluss ist. Die Polizei von Lancashire sagte, dass die Beamten einen "offenen Geist" bewahren und weiterhin nach Informationen über Frau Bulley suchen, die am 27. Januar bei einem Spaziergang mit ihrem Hund in St. Michael's on Wyre verschwunden ist. Die Polizei sucht weiterhin den Fluss Wyre in Richtung Meer in der Morecambe Bay und arbeitet an einer Hypothese, dass die 45-jährige Frau aus Inskip hinein gefallen sein könnte. Ihre Suche wurde von Spezialisten und Tauchern der HM Coastguard, Mountain Rescue und Lancashire Fire and Rescue Service unterstützt, wobei Schnüfflerhunde, Drohnen und Polizeihelikopter eingesetzt wurden.	yes
Ms Bulley vanished while walking her springer spaniel Willow near the river, shortly after dropping her daughters, aged six and nine, at school. The mortgage adviser's phone was found on a bench overlooking the river, still connected to a work call. Her partner, Paul Ansell said he wants to keep "all options open" about her disappearance, but his "gut instinct" tells him she is not in the river. He described Ms Bulley as "fun," "loving," "the most loyal friend you could ever have" and an "exceptional mum" who "absolutely adores our girls." "She's just a pillar of strength to our family and without her, the hole is bigger than you can possibly imagine," he told 5 News.	Die Frau Bulley verschwand, als sie ihren Springer Spaniel Willow in der Nähe des Flusses spazieren ließ, kurz nachdem sie ihre Töchter im Alter von sechs und neun Jahren in die Schule gebracht hatte. Das Telefon des Hypothekenberaters wurde auf einer Bank mit Blick auf den Fluss gefunden, immer noch mit einem Arbeitsanruf verbunden. Ihr Partner, Paul Ansell, sagte, er wolle "alle Optionen offen" halten, aber sein "Bauchgefühl" sagt ihm, dass sie nicht im Fluss ist. Er beschrieb Frau Bulley als "lustige", "liebende", "die treueste Freundin, die man jemals haben könnte" und eine "außergewöhnliche Mutter", die "unsere Mädchen absolut verehrt". "Sie ist nur eine Säule der Stärke für unsere Familie und ohne sie ist das Loch größer, als Sie sich vorstellen können", sagte er gegenüber 5 News.	yes
Mr Ansell said that although the family is going through "unprecedented hell," hope that his partner will be found is "stronger than ever." Police have discounted foul play and are treating the incident as a missing person inquiry. On Thursday, the focus of their search switched from St Michael's to around 10 miles downstream where the river empties into the sea at Morecambe Bay, with patrol and rescue boats spotted in the area.	Die Polizei hat das Unrecht ignoriert und behandelt den Vorfall als eine Untersuchung über eine vermisste Person. Am Donnerstag wurde der Schwerpunkt ihrer Suche von St. Michael's auf etwa 10 Meilen flussabwärts, wo der Fluss in die See in der Morecambe Bay mündet, mit Patrouillen- und Rettungsbooten, die in der Gegend gesichtet wurden.	yes
East Germany's last communist leader dies at 95	Der letzte kommunistische Führer Ostdeutschlands stirbt im Alter von 95 Jahren	yes
BERLIN (AP) - Hans Modrow, who served as East Germany's last communist leader during a turbulent tenure that ended in the country's first and only free election, has died. He was 95. Modrow died early Saturday, the Left party parliamentary group tweeted.	Hans Modrow, der als letzter kommunistischer Führer Ostdeutschlands während einer turbulenten Amtszeit, die in der ersten und einzigen freien Wahl des Landes endete, diente, ist gestorben.	yes
Modrow, a reform-minded communist, took over East Germany shortly after the Berlin Wall fell and later invited opposition forces into the government, but could not slow the gathering momentum for German reunification. "The entire peaceful course of establishing German unity was precisely a special achievement of his," the Left wrote on Twitter."That will remain his political legacy." During 16 years as communist party chief in Dresden, starting in 1973, Modrow built a reputation as an anti-establishment figure. He rejected party perks and insisted on living in a normal apartment.	Modrow, ein reformorientierter Kommunist, übernahm Ostdeutschland kurz nach dem Fall der Berliner Mauer und lud später Oppositionskräfte in die Regierung ein, konnte aber die zunehmende Dynamik für die deutsche Wiedervereinigung nicht verlangsamen. "Der gesamte friedliche Kurs zur Errichtung der deutschen Einheit war genau eine besondere Leistung von ihm", schrieb die Linke auf Twitter. "Das wird sein politisches Vermächtnis bleiben". Während seiner 16-jährigen Tätigkeit als Kommunistischen Parteivorsitzender in Dresden, beginnend mit 1973, erwarb Modrow einen Ruf als Anti-Establishment-Figur. Er lehnte Parteiausgaben ab und bestand darauf, in einer normalen Wohnung zu leben.	yes
A post in East Germany's top leadership eluded him until he was made prime minister, a position that previously carried little clout, in November 1989 - days after the fall of the Berlin Wall. When hard-line leader Egon Krenz and his ruling Politburo resigned in early December, Modrow emerged as East Germany's top political figure. But the communists could no longer call the shots on their own. The following month, he agreed to share power with the increasingly vocal opposition and moved up East Germany's landmark first free election to March 1990, amid growing unrest. Even as pro-democracy rallies rapidly took on a pro-unification flavor, the communists initially had opposed talk of reunification.	Als der Hardliner Egon Krenz und sein regierendes Politbüro Anfang Dezember zurücktraten, wurde Modrow Ostdeutschlands führende politische Persönlichkeit. Aber die Kommunisten konnten nicht mehr alleine die Entscheidungen treffen. Im folgenden Monat stimmte er zu, die Macht mit der zunehmend lauteren Opposition zu teilen und verschob Ostdeutschlands erste freie Wahl auf März 1990, inmitten wachsender Unruhen.	yes
In February 1990, however, Modrow urged talks with West Germany toward an eventual "united fatherland" that would be independent of military blocs and governed by a joint parliament in Berlin. Modrow headed the election campaign of the restyled communists, the Party of Democratic Socialism, but his personal popularity was not enough to prevent them finishing as only the third-strongest party, with 16 percent support. The winner was an alliance of conservative parties that favored quick reunification and was backed by the government of West German leader Helmut Kohl.	Im Februar 1990 forderte Modrow jedoch Gespräche mit Westdeutschland über ein letztendliches "vereintes Vaterland", das unabhängig von Militärblöcken und von einem gemeinsamen Parlament in Berlin regiert würde. Modrow leitete den Wahlkampf der umgestalteten Kommunisten, der Partei des demokratischen Sozialismus, aber seine persönliche Popularität reichte nicht aus, um sie daran zu hindern, mit 16 Prozent Unterstützung nur die drittstärkste Partei zu werden. Der Gewinner war eine Allianz konservativer Parteien, die eine schnelle Wiedervereinigung befürworteten und von der Regierung des westdeutschen Führers Helmut Kohl unterstützt wurden.	no
