בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	Three Cheetah cubs born in Iran	yes
פגשתי אותו במסדרונות הדסה, אי אז בשנות ה-80 של המאה הקודמת.	I met him in the corridors of Hadassah, then in the 1980s.	no
לרגע לא חשבתי שאעזוב את הפנימית, שכן אהבתי את הטיפול בחולה עצמו; אבל פרופ' שפירא הראה לי שתחום המחלות הזיהומיות בא לידי ביטוי גם בנוירולוגיה, גם בפנימית, ובעצם בכל שטח.	For a moment I did not think that I would leave the inner, for I loved the treatment of the patient himself; but Prof. Shapira showed me that the field of infectious diseases is also expressed in neurology, in the inner as well, and in virtually every area.	no
אני מודה לו שהביא אותי לתחום הזה.	I thank him for bringing me into this field.	no
לאורך כל הדרך, אהבתי את הגישה החוקרת שלו, גישה שיורדת לשורש הבעיה.	All along, I've loved his investigative approach, an approach that gets to the bottom of the problem.	no
הדיונים איתו היו אנליטיים והגיוניים.	Discussions with him were analytical and logical.	no
הוא היה רופא בכל נימי נשמתו, שאהב את החולים ולימד אותי לא לקבל דברים כמובנים מאליהם ולבדוק לעומק כל דבר.	He was a doctor of all intents and purposes, who loved the patients and taught me not to take things for granted and to look into everything.	no
הוא היה אדם אמיתי וישר, נטול אגו, תכונות שאהבתי בו מאוד.	He was a genuine and honest man, devoid of ego, qualities I loved very much about him.	no
בתחילה, כשהתבקשתי לבחור רופא שהיווה עבורי מודל לחיקוי והשפיע עלי יותר מכל, התכוונתי לבחור באבא שלי, ד"ר יוסף רקובר ז"ל, ניצול שואה ששירת כרופא ביחידת פרטיזנים.	Initially, when I was asked to choose a doctor who was a role model for me and influenced me the most, I was going to choose my father, the late Dr. Joseph Rakover, a Holocaust survivor who served as a doctor in a partisan unit.	no
הוא היה רופא מדהים, שהשפיע עלי ללכת לרפואה - אבל הוא גם מזכיר לי את מרווין שפירא.	He was an amazing doctor, who inspired me to go to medicine - but he also reminds me of Marvin Shapiro.	no
שניהם, למשל, טבעו פתגמים שרופאים משתמשים בהם עד היום - למשל "טישו איז דה אישיו", כלומר, לקיחת ביופסיה של רקמה מהאיבר הנגוע מאפשרת לדעת אילו תרופות כדאי לתת; או "וון יו יוז איט, יו לוז איט", שנועד להסביר כי שימוש יתר באנטיביוטיקה מוביל לכך שהחיידקים נעשים עמידים לה.	Both, for example, coined proverbs that doctors still use to this day - for example, "Tissue is de ischio," meaning that taking a biopsy of tissue from an infected organ allows you to know which drugs you should give; or "won yo hughes it, yo luz it," which is meant to explain that overuse of antibiotics leads to bacteria becoming resistant to it.	no
פרופ' שפירא ז"ל היה נשוי לפיזיותרפיסטית שעבדה בהדסה ואב לשתי בנות.	The late Shapira was married to a physiotherapist who worked at Hadassah and the father of two daughters.	no
הוא נפטר לפני כשנה, וכשביקרתי את משפחתו בשבעה בכיתי.	He passed away about a year ago, and when I visited his family at seven I cried.	no
הוא היה משהו - אפידמיולוג שנון וחכם, שהתנדב לכל דבר.	He was something - a witty and clever epidemiologist, who volunteered for everything.	no
אף פעם לא התלונן, גם לא בזמן מחלתו הקשה.	He never complained, not even during his illness.	no
הוא היה אחד הרופאים הראשונים בצוות לטיפול במגיפות, והוא חסר מאוד בתקופה זו.	He was one of the first doctors on the team to treat epidemics, and he is sorely missed during this period.	no
לו היה איתנו היום, אני בטוחה שהייתי מתייעצת איתו, ובטוחה שהוא היה אחד ממובילי הצוות לטיפול במגפות.	Had he been with us today, I'm sure I would have consulted him, and I'm sure he would have been one of the leaders of the team to tackle epidemics.	no
הביאה לאור: מיטל יסעור בית-אור	Brought to Light: Meital Yasur Beit-Or	no
ד״ר שלומי קודש, מנהל ביה"ח סורוקה |	Dr. Shlomi Kodesh, Director of Soroka Hospital |	no
על פרופ' שאול סוקניק ז"ל	the Late Prof. Shaul Sukenik	no
מורה וחבר שתמך בי וגידל דורות של רופאים	A teacher and friend who supported me and raised generations of doctors	no
.	.	no
את פרופ' שאול סוקניק ז"ל פגשתי לראשונה כשהייתי סטודנט בשנה הרביעית ללימודי הרפואה, והגעתי לסבב ברפואה פנימית במחלקה פנימית ד' שאותה ניהל.	I first met the late Prof. Shaul Sukenik when I was a student in the fourth year of my medical studies, and I arrived for a course in internal medicine in Internal Department D, which he managed.	no
בהמשך חזרתי למחלקה גם בסבב בשנה שישית, ואת עבודת הגמר של בית הספר לרפואה עשיתי בהנחייתו, בכתיבת סימולציה ממוחשבת על חולה עם פוליארתריטיס (דלקת במפרקים מרובים).	Later, I returned to the department in a sixth-year rotation, and I did the thesis of the medical school under his direction, writing a computer simulation on a patient with polyarthritis (inflammation of multiple joints).	no
שאול השפיע על כל צומת משמעותי בחיי המקצועיים לאורך 20 שנה, והיה האיש המשמעותי ביותר בעיצוב דמותי כרופא; לא רק מקצועית, אלא גם - ובעיקר - מבחינה אישית ואנושית.	Saul influenced every significant juncture of my professional life over the course of 20 years, and was the most significant person in shaping my image as a doctor; not only professionally, but also - and especially - personally and humanly.	no
במהלך הסטאז' התלבטתי בין רפואת משפחה ורפואה פנימית, והתייעצתי איתו לגבי בחירת ההתמחות.	During my internship, I wavered between family medicine and internal medicine, and consulted with him about choosing the internship.	no
בסופו של דבר בחרתי להתמחות ברפואה פנימית אצלו בסורוקה.	I eventually chose to specialize in internal medicine at his Soroka.	no
במהלך הההתמחות הוא סיפק לי הכוונה תמידית, במגוון אפיקים - בכתיבה מדעית (מצטער שאול, לא התמדתי מספיק), בקשר עם מטופלים, בעבודה בצוות רב-מקצועי - תחום שבו המחלקה הצטיינה - ובעצם, בכל היבט שקשור לרפואה.	During my internship, he provided me with constant guidance, in a variety of ways - in scientific writing (sorry, Saul, I wasn't diligent enough), in contact with patients, in working in a multi-professional team - a field in which the department excelled - and, in fact, in every aspect of medicine.	no
