בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	Three endangered cheetah cubs were born in Iran	yes
שניהם, למשל, טבעו פתגמים שרופאים משתמשים בהם עד היום - למשל "טישו איז דה אישיו", כלומר, לקיחת ביופסיה של רקמה מהאיבר הנגוע מאפשרת לדעת אילו תרופות כדאי לתת; או "וון יו יוז איט, יו לוז איט", שנועד להסביר כי שימוש יתר באנטיביוטיקה מוביל לכך שהחיידקים נעשים עמידים לה.	Both, for example, coined proverbs that doctors use to this day - for example, "Tissot Is de Ishio," that is, taking a tissue biopsy from the infected organ makes it possible to know which drugs should be given; or "Won Yoo Hughes It, Yoo Luz It," which is meant to explain that overuse of antibiotics leads to bacteria becoming resistant to it.	no
פרופ' שפירא ז"ל היה נשוי לפיזיותרפיסטית שעבדה בהדסה ואב לשתי בנות.	Prof. Shapira was married to a physiotherapist who worked at Hadassah and had two daughters.	no
הוא נפטר לפני כשנה, וכשביקרתי את משפחתו בשבעה בכיתי.	He died a year ago, and when I visited his family at seven I cried.	no
הוא היה משהו - אפידמיולוג שנון וחכם, שהתנדב לכל דבר.	He was something - a witty and clever epidemiologist, who volunteered for everything.	no
אף פעם לא התלונן, גם לא בזמן מחלתו הקשה.	He never complained, not even during his illness.	no
הוא היה אחד הרופאים הראשונים בצוות לטיפול במגיפות, והוא חסר מאוד בתקופה זו.	He was one of the first doctors on the team to treat epidemics, and is sorely missed during this period.	no
לו היה איתנו היום, אני בטוחה שהייתי מתייעצת איתו, ובטוחה שהוא היה אחד ממובילי הצוות לטיפול במגפות.	Had he been with us today, I'm sure I would have consulted with him, and I'm sure he would have been one of the leaders of the pandemic treatment team.	no
הביאה לאור: מיטל יסעור בית-אור	Brought to Light: Meital Yasur Beit-Or	no
ד״ר שלומי קודש, מנהל ביה"ח סורוקה |	Dr. Shlomi Kodesh, Director of Soroka Hospital	no
על פרופ' שאול סוקניק ז"ל	About the late Prof. Shaul Sukenik	no
מורה וחבר שתמך בי וגידל דורות של רופאים	A teacher and friend who supported me and raised generations of doctors	no
.	" cHFFFFFF <unk>	no
את פרופ' שאול סוקניק ז"ל פגשתי לראשונה כשהייתי סטודנט בשנה הרביעית ללימודי הרפואה, והגעתי לסבב ברפואה פנימית במחלקה פנימית ד' שאותה ניהל.	I met the late Prof. Shaul Sukenik for the first time when I was a fourth-year medical student, and I went on a tour of internal medicine in the internal medicine department D, which he managed.	no
בהמשך חזרתי למחלקה גם בסבב בשנה שישית, ואת עבודת הגמר של בית הספר לרפואה עשיתי בהנחייתו, בכתיבת סימולציה ממוחשבת על חולה עם פוליארתריטיס (דלקת במפרקים מרובים).	Later on, I also returned to the department in my sixth year, and I did the medical school thesis under his direction, writing a computerized simulation of a patient with polyarthritis (multiple joint inflammation).	no
שאול השפיע על כל צומת משמעותי בחיי המקצועיים לאורך 20 שנה, והיה האיש המשמעותי ביותר בעיצוב דמותי כרופא; לא רק מקצועית, אלא גם - ובעיקר - מבחינה אישית ואנושית.	Shaul influenced every significant juncture in my professional life for 20 years, and was the most significant person in shaping my character as a doctor; not only professionally, but also - and mainly - personally and humanly.	no
במהלך הסטאז' התלבטתי בין רפואת משפחה ורפואה פנימית, והתייעצתי איתו לגבי בחירת ההתמחות.	During the internship, I debated between family medicine and internal medicine, and consulted with him about choosing an internship.	no
בסופו של דבר בחרתי להתמחות ברפואה פנימית אצלו בסורוקה.	In the end, I chose to specialize in internal medicine with him in Soroka.	no
במהלך הההתמחות הוא סיפק לי הכוונה תמידית, במגוון אפיקים - בכתיבה מדעית (מצטער שאול, לא התמדתי מספיק), בקשר עם מטופלים, בעבודה בצוות רב-מקצועי - תחום שבו המחלקה הצטיינה - ובעצם, בכל היבט שקשור לרפואה.	During my internship, he provided me with constant guidance, in a variety of ways - in scientific writing (sorry Shaul, I didn't do enough), in contact with patients, in working in a multi-disciplinary team - a field in which the department excelled - and in fact, in every aspect related to medicine.	no
עד היום אני מזהה אצלי, כרופא וכמנהל, מאפיינים שמגיעים משאול.	To this day, I recognize in me, as a doctor and as a manager, characteristics that come from Shaul.	no
כאשר סיימתי את ההתמחות והתלבטתי אם לנסוע לתקופת השתלמות בחו"ל, שאול דחף וכיוון אותי, וסייע לי במכתבי המלצה ובעצות כיצד להתנהל.	When I finished my internship and was debating whether to go to study abroad, Shaul pushed and directed me, and helped me with letters of recommendation and advice on how to conduct myself.	no
תקופת ההשתלמות הייתה תקופה חשובה מאוד להתפתחות המקצועית שלי, וללא התמיכה והדחיפה של שאול לא בטוח שזה היה קורה.	The training period was a very important period for my professional development, and without Shaul's support and push, I'm not sure it would have happened.	no
בשובי, כאשר קיבלתי הצעה להצטרף להנהלת בית החולים, שוב שאול היה זה שתמך וסייע.	On my return, when I received an offer to join the hospital's management, it was again Saul who supported and assisted.	no
בהמשך צלחנו יחד תקופות מורכבות בחטיבה לרפואה פנימית.	We went through difficult times together in the internal medicine department.	no
שאול ידע לשלב בצורה נפלאה את המורה, המנהל, החבר והשותף לצוות, בלי שתפקידיו השונים יפריעו זה לזה.	Shaul knew how to wonderfully integrate the teacher, the manager, the friend and the partner in the team, without his various roles interfering with each other.	no
אני שואף להצליח כמוהו בשילוב המיוחד הזה.	I want to be as successful as he is in this game.	no
