Police arrest 15 after violent protest outside UK refugee hotel	Die Polizei verhaftet 15 Personen nach gewaltsamen Protesten vor einem britischen Flüchtlingshotel	yes
Roughly 177,000 of Oslo's 634,000's residents have immigrated to Norway from other countries. When you include those born in Oslo to foreign parents, the proportion of those who are immigrants or have an immigrant background rises to more than a third. In Oslo, citizens from Asia, including Turkey, made up the largest immigrant group, with over 62,985 of these nationals living in the city, according to figures from the national data agency Statistics Norway (SSB). After that, citizens from the EU, EEA and the UK made up the second largest group, accounting for not far off 10 percent of the city's population.	Rund 177.000 der 634.000 Einwohner Oslos sind aus anderen Ländern nach Norwegen eingewandert. Zählt man diejenigen hinzu, die in Oslo als Sohn ausländischer Eltern geboren wurden, steigt der Anteil derjenigen, die Einwanderer sind oder einen Migrationshintergrund haben, auf mehr als ein Drittel. In Oslo stellten Bürger aus Asien, einschließlich der Türkei, die größte Einwanderergruppe dar. Nach Angaben der nationalen Datenbehörde Statistics Norway (SSB) lebten über 62.985 dieser Staatsangehörigen in der Stadt. Danach bildeten Bürger aus der EU, dem EWR und Großbritannien mit knapp 10 Prozent der Stadtbevölkerung die zweitgrößte Gruppe.	yes
Africans made up the third largest group of immigrants in Oslo, with 28,020 people from Africa living in Oslo. Europeans from countries that aren't part of the UK, EU or EEA were the fourth largest group, accounting for 15,566 Oslo residents. From here, the size of the groups drops significantly. For example, there were just shy of 7,000 citizens from South American countries in 2022, while there was a smidge over 3,000 nationals hailing from North and Central America. Meanwhile, there were less than 700 people from Oceania in Oslo.	Afrikaner stellten die drittgrößte Einwanderergruppe in Oslo dar. 28.020 Menschen aus Afrika lebten in Oslo. Europäer aus Ländern, die nicht Teil des Vereinigten Königreichs, der EU oder des EWR sind, waren mit 15.566 Einwohnern Oslos die viertgrößte Gruppe. Ab hier sinkt die Größe der Gruppen deutlich. Zum Beispiel gab es im Jahr 2022 knapp 7.000 Bürger aus südamerikanischen Ländern, während es etwas über 3.000 Staatsangehörige aus Nord- und Mittelamerika gab. In der Zwischenzeit waren weniger als 700 Menschen aus Ozeanien in Oslo.	yes
Alna, in the northeast of the city, was the borough with the most foreign residents. Some 18,257 foreign residents were registered as living there in 2022. Afterwards, trendy Grünerløkka, located reasonably centrally, had the second highest number of foreign residents, with 17,631. Gamle Oslo also had a significant immigrant population, with 17,631 people living there after moving from another country.	Alna, im Nordosten der Stadt, war der Bezirk mit den meisten ausländischen Einwohnern. Im Jahr 2022 wurden rund 18.257 ausländische Einwohner als dort lebend registriert. Danach hatte das trendige Grünerløkka, das relativ zentral liegt, mit 17.631 die zweithöchste Anzahl ausländischer Einwohner. Gamle Oslo hatte auch eine bedeutende Einwandererbevölkerung: 17.631 Menschen lebten dort, nachdem sie aus einem anderen Land gezogen waren.	no
Statistics Norway's figures showed that foreigners were scattered all over the city's districts, as Søndre Nordstrand, the borough furthest south in Oslo, had over 14,000 immigrants registered there. Many immigrants also lived in sought-after areas, as Frogner was the district with the fifth most foreigners. After that, Stovner, Bjerke, Grorud, Østensjø and Sagene made up the rest of the ten districts in Oslo with the most residents from another country.	Die Zahlen von Statistics Norway zeigten, dass Ausländer über alle Bezirke der Stadt verstreut waren, da in Søndre Nordstrand, dem am weitesten südlich gelegenen Bezirk Oslos, über 14.000 Einwanderer registriert waren. Viele Einwanderer lebten auch in gefragten Gegenden, da Frogner der Bezirk mit den fünftmeisten Ausländern war. Danach bildeten Stovner, Bjerke, Grorud, Østensjø und Sagene den Rest der zehn Bezirke in Oslo mit den meisten Einwohnern aus einem anderen Land.	no
At the other end of the spectrum, just 184 foreign residents called Marka home, and just over 700 lived in the city's central borough. Ullern, Vestre Aker and Nordstrand made up the other boroughs with the fewest foreign residents. However, these boroughs had significantly more immigrants living there than in central Oslo and Marka. Those from EU and EEA countries and those from the United Kingdom mostly lived in Frogner, Grünerløkka, Gamle Oslo and St. Hanshaugen. Meanwhile, while plenty of citizens from Asia, including Turkey, also resided in Game Oslo (5,837), the majority were registered as living in the boroughs of Alna, Stovner and Søndre Nordstrand.	Am anderen Ende des Spektrums nannten nur 184 ausländische Einwohner Marka ihr Zuhause, und etwas mehr als 700 lebten im zentralen Bezirk der Stadt. Ullern, Vestre Aker und Nordstrand waren die anderen Bezirke mit den wenigsten ausländischen Einwohnern. In diesen Bezirken lebten jedoch deutlich mehr Einwanderer als im Zentrum von Oslo und Marka. Diejenigen aus EU- und EWR-Ländern und diejenigen aus dem Vereinigten Königreich lebten hauptsächlich in Frogner, Grünerløkka, Gamle Oslo und St. Hanshaugen. In der Zwischenzeit wohnten zwar auch viele Bürger aus Asien, einschließlich der Türkei, in Game Oslo (5.837), die Mehrheit wurde jedoch als in den Stadtbezirken Alna, Stovner und Søndre Nordstrand wohnhaft registriert.	no
Gamle Oslo and Alna were the two parts of the city where the largest number of immigrants from Africa lived, along with Stovner, Grünerløkka and Søndre Norstrand. Those from North America were spread fairly evenly across Frogner, Grünerløkka, Gamle Oslo, Vestre Aker and Nordre Aker. Citizens from South and Central America were most commonly found in Frogner, Grünerløkka, Gamle Oslo St.Hanshaugen and Sagene. Europeans from outside the EU, EEA and UK tended to live in the town's most central borough, Ullern, Vestre Aker, Nordre Aker and Stovner. And finally, of the several hundred nationals from Oceania, Frogner, Grünerløkka and Gamle Oslo were the boroughs with the highest populations of these nationals.	Gamle Oslo und Alna waren neben Stovner, Grünerløkka und Søndre Norstrand die beiden Stadtteile, in denen die meisten Einwanderer aus Afrika lebten. Diejenigen aus Nordamerika waren ziemlich gleichmäßig auf Frogner, Grünerløkka, Gamle Oslo, Vestre Aker und Nordre Aker verteilt. Bürger aus Süd- und Mittelamerika waren am häufigsten in Frogner, Grünerløkka, Gamle Oslo, St.Hanshaugen und Sagene anzutreffen. Europäer von außerhalb der EU, des EWR und des Vereinigten Königreichs lebten in der Regel in den zentralsten Bezirken der Stadt, Ullern, Vestre Aker, Nordre Aker und Stovner. Und schließlich waren Frogner, Grünerløkka und Gamle Oslo die Bezirke mit den meisten Einwohnern Ozeaniens.	no
Zimbabwe to Start Operating New Coal Power Unit by March	Simbabwe wird im März mit dem Betrieb eines neuen Kohlekraftwerks beginnen	yes
BENGALURU (Reuters) - Zimbabwe will start operating a new unit at its only coal-fired power plant by March, says the country's deputy energy minister, providing relief to millions of citizens rocked by frequent power outages in recent months. The new unit of the Hwange power plant will lift the African nation's installed capacity by more than 14% to 2400 megawatts. The next unit is expected to be commissioned soon after, Magna Mudyiwa said, without giving a timeline.	BENGALURU (Reuters) - Laut dem stellvertretenden Energieminister des Landes wird Simbabwe bis März mit dem Betrieb einer neuen Anlage in seinem einzigen Kohlekraftwerk beginnen. Dies hilft Millionen von Bürgern, die in den letzten Monaten von häufigen Stromausfällen erschüttert wurden. Die neue Einheit des Hwange-Kraftwerks wird die installierte Kapazität der afrikanischen Nation um mehr als 14% auf 2400 Megawatt erhöhen. Die nächste Einheit wird voraussichtlich bald darauf in Betrieb genommen, sagte Magna Mudyiwa, ohne einen Zeitplan anzugeben.	yes
Less than half of Zimbabwe's 16 million citizens have access to electricity, and a global squeeze on funding new coal-fired capacity has limited the country's ability to plug chronic power cuts that have lasted as long as 18 hours in recent days. "We have the capacity to generate up to 2100 megawatts (MW) from our power sources but at the moment we're generating far less than that..about 1000MW," Mudyiwa told Reuters. "But our demand for electricity is about 1700MW so we have a serious deficit," she said. Deficient rainfall has led to a decline in hydropower generation, while the efficiency of the sole, decades-old coal-fired utility has dipped sharply over time while power demand has surged in recent years due to higher mining and agricultural activity. The International Monetary Fund counts electricity shortages as one of the major factors weighing on Zimbabwe's growth prospects. Lack of funding for coal-fired power is driving the mining and agriculture-dependent economy to import costly power from regional neighbors including Zambia and Mozambique.	Weniger als die Hälfte der 16 Millionen Einwohner Simbabwes hat Zugang zu Elektrizität, und der weltweite Druck bei der Finanzierung neuer Kohlekraftwerke hat die Fähigkeit des Landes eingeschränkt, chronische Stromausfälle zu überstehen, die in den letzten Tagen bis zu 18 Stunden andauerten. „Wir haben die Kapazität, bis zu 2100 Megawatt (MW) aus unseren Stromquellen zu erzeugen, aber im Moment erzeugen wir weit weniger als das... etwa 1000 MW“, sagte Mudyiwa gegenüber Reuters. „Aber unser Strombedarf liegt bei etwa 1700 MW, sodass wir ein ernstes Defizit haben“, sagte sie. Mangelnde Niederschläge haben zu einem Rückgang der Wasserkrafterzeugung geführt, während die Effizienz des einzigen, jahrzehntelangen Kohleversorgers im Laufe der Zeit stark gesunken ist, während der Strombedarf in den letzten Jahren aufgrund der stärkeren Bergbau- und landwirtschaftlichen Aktivitäten stark gestiegen ist. Der Internationale Währungsfonds betrachtet Stromknappheit als einen der Hauptfaktoren, die die Wachstumsaussichten Simbabwes belasten. Der Mangel an Finanzmitteln für Kohlekraft veranlasst die vom Bergbau und der Landwirtschaft abhängige Wirtschaft, teuren Strom aus regionalen Nachbarländern wie Sambia und Mosambik zu importieren.	yes
The hacked up version of Jedi Knight was crashing because it was calling a function off the end of a vtable.	Die gehackte Version von Jedi Knight stürzte ab, weil sie eine Funktion am Ende einer VTable aufrief.	yes
Turns out is was presuming that calling IDirect3D::CreateViewport() would return an IDirect3DViewport3, which has additional methods tacked onto the end compared to an IDirect3DViewport, which is what I've implemented.	Es stellte sich heraus, dass davon ausgegangen wurde, dass der Aufruf von IDirect3D: :createViewport () einen IDirect3DViewport3 zurückgeben würde, der im Vergleich zu einem IDirect3DViewport, den ich implementiert habe, zusätzliche Methoden am Ende angehängt hat.	yes
