בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	In the Shadow of Extinction: Three Bird Cubs Born in Iran	yes
ניק קייב ביטל מוקדם יותר השבוע הופעה ברוסיה בשל המלחמה והכריז כי הוא "ניצב לצד אוקראינה ומתפלל שהטירוף יסתיים בקרוב".	Nick Cave canceled a show in Russia earlier this week because of the war, declaring that he "stands with Ukraine and prays that the madness will end soon".	yes
בכך הצטרף הזמר האוסטרלי המוערך לאמנים וללהקות כמו איגי פופ, גרין דיי ופרנץ פרדיננד, שביטלו גם הם הופעות במדינה הפולשת.	In doing so, the esteemed Australian singer joined artists and bands such as Iggy Pop, Green Day and Franz Ferdinand, who also canceled shows in the invading country.	yes
אבל במקרה של קייב הודעת הביטול שלו קיבלה תפנית מעט שונה.	But in Cave's case, his cancellation notice took a slightly different turn.	yes
מעריץ טורקי בשם אחמט הטיח בזמר שהוא צבוע, שכן ב-2017 סירב קייב לבטל שתי הופעות שהתקיימו בישראל, למרות הביקורת הרבה שספג מטעם ארגונים פרו-פלשתיניים.	A Turkish fan named Ahmed has been criticized for being a transgender singer, as in 2017 Kiev refused to cancel two concerts in Israel, despite much criticism from pro-Palestinian organizations.	yes
בעת ביקורו בארץ אמר אז קייב לתקשורת המקומית: "בסופו של דבר, אני נמצא כאן משתי סיבות: הסיבה הראשונה היא מפני שאני אוהב את ישראל ואת הישראלים, והסיבה השנייה היא שאני נגד כל מי שמנסה לצנזר ולהשתיק מוזיקאים".	During his visit to Israel, then-President Keefe told local media: "In the end, I am here for two reasons: the first reason is because I love Israel and the Israelis, and the second reason is that I am against anyone who tries to censor and silence musicians".	yes
אותו אחמט זכר היטב את אמירותיו של קייב בעד מוזיקה ונגד פוליטיזציה.	That same Ahmad remembered well Kiev's words for music and against politicization.	no
המעריץ אף פרסם באתרו האישי והלא מצונזר של הזמר, "The Red Hand Files", פוסט נוקב שבו טען שגם ישראל היא מדינה כובשת, ולכן מצבה של פלשתין זהה למצבה של אוקראינה.	The fan even posted on the singer's personal and uncensored website, "The Red Hand Files", a nasty post in which he claimed that Israel is also an occupier state, so the situation of Palestine is the same as the situation of Ukraine.	no
"מה שמפריע לי לגבי ההודעה שלך על אוקראינה", כתב אחמט. "זה שלא תמכת כך בפלשתינים, הסובלים גם הם ממשטר ברוטאלי.	"What bothers me about your post on Ukraine", Ahmed wrote. "That you did not support the Palestinians, who also suffer from a brutal regime.	no
למעשה, תיארת את ישראל כדמוקרטיה מתפקדת, אבל לדעתי ישראל היא בראש ובראשונה הגורם האחראי לסבל הפלשתיני.	In fact, you described Israel as a functioning democracy, but I think Israel is primarily responsible for Palestinian suffering.	no
זה מעציב אותי מאוד, שכן אתה מייצג פה מוסר כפול", סיכם המעריץ הטורקי.	This makes me very sad, because you represent a double standard here", the Turkish fan concluded.	no
אבל הסיפור לא נגמר כאן, שכן קייב בחר להשיב לאחמט במכתב ארוך ומפורט, שבו הדגיש כי "הפלישה של רוסיה לאוקראינה שונה מאוד מהקונפליקט המתמשך בין ישראל לפלשתינים.	But the story doesn't end there, as Kiev chose to reply to Ahmed in a long and detailed letter, stressing that "Russia's invasion of Ukraine is very different from the ongoing conflict between Israel and the Palestinians.	no
המצב הראשון הוא תקיפה ללא התגרות קודמת של מדינה אחת בשכנתה, בתקווה לשנות את הסדר הביטחוני של אירופה כולה.	The first scenario is an unprovoked attack by one country on its neighbour, in the hope of changing the security order of the whole of Europe.	no
המצב השני הוא חיכוך מורכב בין שני עמים.	The second situation is a complex friction between two peoples.	no
הקונפליקטים אמנם דומים בכך שאנשים תמימים, אשר חולקים גורל טרגי, נאלצים להסתתר במקלטים.	Conflicts, though, are similar in that innocent people, sharing a tragic fate, are forced to hide in shelters.	no
אני חש סימפתיה רבה לכל הקהילות הללו - לא משנה היכן הן נמצאות ובמי מדובר".	I feel deep sympathy for all these communities - no matter where they are or who they are".	no
קייב הוסיף כי אף שהוא לא מעוניין לפרט את דעותיו בנוגע לקונפליקט הישראלי-פלשתיני, הוא בהחלט תומך גם בפלשתינים, וציין שב-20 השנים האחרונות הרבה להשתתף באירועי התרמה למענם.	Cave added that while he is not interested in detailing his views on the Israeli-Palestinian conflict, he definitely supports the Palestinians as well, noting that he has spent the last 20 years participating in fundraising events for them.	no
"אבל זה לא זמן לוויכוחים, אחמט", הבהיר הזמר, "זה זמן להתאחד ולתמוך באוקראינים, שכרגע מתחוללת על אדמתם קטסטרופה.	"But this is no time for debate, Ahmed", the singer made clear, "it's time to unite and support the Ukrainians, whose land is currently undergoing a disaster.	no
יש לי מעריצים נהדרים ברוסיה, ואני יודע שרוסים רבים מתנגדים בתוקף לפעולות משטרו של פוטין.	I have great fans in Russia, and I know that many Russians are strongly opposed to the actions of Putin's regime.	no
אם הייתי יכול לנגן בשבילם - הייתי עושה זאת".	If I could play for them - I would".	no
לאור הירידה בתחלואה: פרויקטור הקורונה יחזור לנהל את ביה"ח זיו	In light of the decline in illness, the Corona Projector will return to run the Zoo.	yes
פרופ' סלמן זרקא מונה לתפקיד ביולי 2021 והוביל את מדיניות הטיפול בקורונה בגל השלישי ובגל הרביעי •	Professor Salman Zarqa was appointed in July 2021 and led the policy of treating the third and fourth waves of the coronavirus.	yes
לבקשת שר הבריאות ניצן הורוביץ, ימשיך במקביל בתפקידו כפרויקטור •	At the request of the Minister of Health, Nitszen Horowitz, will continue in parallel as a projector.	yes
פרופ' זרקא: "שמח שגל האומיקרון ממשיך לדעוך, ועדיין חובתנו להיערך לגל נוסף"	Professor Zarqa: "It is good that the omicron wave continues to subside, and it is still our duty to prepare for another wave".	yes
