בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	Under the threat of extinction: three cheetah cubs were born in Iran	yes
אבא שלי אהב טבע וטיילנו המון בארץ ישראל, בדרך כלל לצפון.	My father loved nature and we traveled a lot in the Land of Israel, usually to the north.	no
כל פינה נידחת בארץ עשתה לו גאווה בלב.	Every remote corner of the country made him proud in his heart.	no
הוא נפטר לפני שלושה חודשים ממחלה קשה, ובשבילו קידוש ושבת היו קודש הקודשים, בעיקר מהבחינה שכל המשפחה צריכה להיות יחד.	He died three months ago from a serious illness, and for him Kiddush and Shabbat were the holiest of holies, especially from the point of view that the whole family should be together.	no
לאחרונה הוצאתי שיר לזכרו בשם 'שומר עליך', שיצרתי עם אושר כהן.	I recently released a song in his memory called 'Shomer eliket', which I created with Osher Cohen.	no
אני מאמין שהוא היה גאה ביצירה הזו, שמקדשת את הקשר בין אבא לבן".	I believe he was proud of this work, which sanctifies the bond between father and son."	no
בקרוב נציין את יום העצמאות ה־74. כציוני נלהב, מה התחושות שלך לגבי החג?	Soon we will celebrate the 74th Independence Day. As an avid Zionist, what are your feelings about the holiday?	no
"יום העצמאות הוא יום קדוש בשבילי, וחלק מהמשמעות ומהזהות שלי.	"Independence Day is a holy day for me, and part of my meaning and identity.	no
בפרס ובתוניסיה הוריי נאלצו להסתיר את הזהות היהודית שלהם, ואילו אני יהודי־ישראלי שזוכה לחיות עם ילדיו במדינה שלנו.	In Persia and Tunisia my parents had to hide their Jewish identity, while I am an Israeli Jew who is privileged to live with his children in our country.	no
שבוע־שבועיים לפני יום העצמאות כבר הייתי מטפס על עצים וקושר לבית חוטים עם דגלי ישראל.	A week or two before Independence Day I would already climb trees and tie strings with Israeli flags to the house.	no
היום ימי העצמאות שלי מלאים בהופעות, ותמיד פוגשים קהל שמח בטירוף, שחוגג את זה שאנחנו יכולים לחיות כמו שבא לנו.	Today, my days of independence are full of performances, and I always meet an insanely happy crowd, celebrating the fact that we can live as we please.	no
צריך לשמור שגם לילדים, לנכדים ולנינים שלנו תהיה האפשרות הזו, ולזכור ששום דבר פה לא מובן מאליו".	We need to ensure that our children, grandchildren and great-grandchildren also have this option, and remember that nothing here is taken for granted."	no
שישי שלה: אסתי זקהיים מברכת את השבת	Her Friday: Esti Zakheim blesses Shabbat	yes
"החלום שלי הוא לפתוח שולחן גדול ולהזמין את כל יקיריי המתים": ארוחת שישי שאסתי זקהיים חולמת עליה, ואיך היא מתמודדת עם העובדה שבעלה שומר שבת?	"My dream is to open a big table and invite all my dead loved ones": the Friday dinner Esti Zakheim dreams of, and how does she deal with the fact that her husband observes Shabbat?	yes
ספרי על ההכנות שלך לשבת	Tell me about your preparations for Shabbat	yes
.	.	no
"ההכנות מתחילות כבר בחמישי בלילה, כשאני חוזרת מהצגה או מסדנה ומבשלת עד שלוש לפנות בוקר את כל מה שמצריך בישול ארוך כמו גולש, צלי ורטבים.	"Preparations start already on Thursday night, when I return from a show or a workshop and cook until three in the morning everything that requires long cooking such as golash, roasts and sauces.	yes
בשישי, בחלק הראשון של היום, אני מקדישה את הזמן לעצמי, לפגישה עם חברות וחברים לקפה, להצגה או לסרט, או שאני משתתפת בחזרות.	On Friday, in the first part of the day, I dedicate the time to myself, meeting friends for coffee, a play or a movie, or I attend rehearsals.	yes
בקיץ השבתות נכנסות מאוחר, ויש לי הרבה זמן לשבת בגינה השכונתית ולצפות בשקיעה או סתם בסדרה טובה.	In the summer, Saturdays come late, and I have a lot of time to sit in the neighborhood garden and watch the sunset or just watch a good series.	yes
בארוחת השבת אני לרוב מארחת את אמא שלי, ורדה, שחגגה 89, וגם חברים".	At Shabbat dinner, I usually host my mother, Verda, who celebrated her 89th birthday, and also friends."	yes
יכולה לשתף עוד בבישולים?	Can you share more about cooking?	yes
"אני אוהבת קיצורי דרך.	"I like shortcuts.	yes
למשל, במקום לקלף 10 בצלים, לחתוך ולבכות, אני קונה שקית בצל קפוא ומטגנת אותו.	For example, instead of peeling 10 onions, cutting them and crying, I buy a bag of frozen onions and fry them.	no
על שולחן השבת שלי אפשר למצוא מנות בשר, מנות טופו טבעוניות, תפוחי אדמה וכרובית בתנור.	On my Shabbat table you can find meat dishes, vegan tofu dishes, potatoes and cauliflower in the oven.	no
את רוב הבישולים אני מכינה, והם כמובן מתחממים על הפלטה בשבת.	I prepare most of the dishes, and of course they heat up on the stove on Shabbat.	no
אלחנדרו, בן זוגי, מכין מרק עוף, סלט ירקות ובחורף - את הצ'ולנט".	Alejandro, my partner, prepares chicken soup, vegetable salad and in the winter - the cholent."	no
בעלך הוא אדם דתי ואת מבית חילוני.	Your husband is a religious person and you come from a secular home.	no
איך זה עובד?	How It Works?	no
"לגור עם שומר שבת זו התפשרות אינסופית.	"Living with a Shabbat observant is an endless compromise.	no
'ואהבת לרעך כמוך', הלכה למעשה.	'Love your neighbor as yourself', practically.	no
לטיולים משפחתיים הוא לא יכול לצאת, אז מצאתי את עצמי הרבה פעמים אורזת את הילדים ומצטרפת לטיולי משפחות של חברים.	He can't go on family trips, so I often found myself packing up the kids and joining friends' family trips.	no
בנוסף, אני גם הנהגת התורנית של הילדים, זו שמחזירה אותם בשישי בלילה ממסיבות וממפגשים.	In addition, I am also the driver on duty for the children, the one who brings them back on Friday night from parties and gatherings.	no
מצד שני, אני גם נהנית מיתרונות השבת שלו, כי בדרך כלל אני לא מופיעה בשבת ומקבלת מעין 'חופשה כפויה' - וטוב שכך".	On the other hand, I also enjoy the benefits of his Shabbat, because usually I don't perform on Shabbat and get a sort of 'forced vacation' - and that's a good thing."	no
את מי היית רוצה לארח בשבת?	Who would you like to host on Saturday?	no
"הייתי פותחת שולחן גדול ומזמינה את 'המתים שלי'.	"I would open a big table and invite 'my dead'.	no
