בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	In the shadow of extinction: Three cheetah cubs born in Iran	yes
להגנתו ייאמר כי דלות התקציב מורגשת, וזה כנראה המקסימום שניתן לייצר בתנאים הללו.	In his defense, it will be said that the paucity of the budget is felt, and this is probably the maximum that can be produced under these conditions.	yes
עם זאת, מה שעוד הורגש בתוכנית הבכורה, ששודרה שלשום ממטה בנימין, זו חלוקה מגדרית ברורה.	However, what was still noticeable in the premiere program, which was broadcast the other day from the Benjamin headquarters, is a clear gender divide.	yes
הגברים שרים, מנגנים, רוקדים, מדברים תורה, משווקים מסעדות ומפעלים - ואילו הנשים הסתפקו באייטם קטן, שבו סיפרו בהתרגשות על ניהול מתפרה.	The men sing, play, dance, speak Torah, market restaurants and factories - while the women settled for a small segment, in which they excitedly talked about running a sewing shop.	no
יום האישה שמח שיהיה לכן.	Happy Women's Day to you.	no
קבלת שבת עם גיל ססובר, עכשיו 14	Getting Shabbat with Gil Sasover, now 14	no
איגוד הדיור המוגן נגד רותי רוסו: "להגיד 'יש לזה טעם של דיור מוגן' פוגע בפעילותנו"	The Assisted Living Association Against Ruthie Russo: "To Say'This Has the Taste of Assisted Living 'Hurts Our Activity"	yes
יושבת הראש יולי גת שיגרה מכתב, שבו הביעה את תלונת האיגוד נגד אמירה מעליבה, לטענתם, של שופטת "המסעדה הבאה" באחד מהטריילרים לתוכנית •	Chairman Yuli Gat sent a letter, in which she expressed the union's complaint against an insulting statement, according to them, of the "Next Restaurant" judge in one of the trailers for the show •	yes
רותי רוסו בתגובה: "שמחה שיש מקומות שמשקיעים יותר בקולינריה של אוכלוסייה זו".	Ruthie Russo in response: "Glad there are places that invest more in the culinary of this population."	yes
איגוד בתי האבות והדיור המוגן בישראל נגד ״המסעדה הבאה״: במכתב ששלחה יושבת הראש יולי גת והגיע ל״ישראל היום״ נכתב כך: ״בקדימון בטרם השידור, שהופץ בכל רשתות החברתיות ובטלוויזיה, מתואר כי השופטת המקצועית של התחרות אמרה 'לאוכל יש טעם של דיור מוגן', דהיינו אוכל של מוסד סגור עם אוכל ברמה נמוכה״.	The Association of Nursing Homes and Protected Housing in Israel against "The Next Restaurant": In a letter sent by Chairwoman Yuli Gat and reached by Israel Hayom, it reads: "In the pre-broadcast trailer, which was distributed on all social networks and on television, it is described that the professional judge of the competition said'food has the taste of protected housing, 'that is, the food of a closed institution with low-quality food."	yes
״הטון שבחרה שופטת התוכנית, רותי רוסו, לתאר את אכזבתה מהמזון שהמתמודד הגיש מבטל ברגע את פעילותנו רבת השנים להילחם כנגד הבורות הקיימת בתחום, זאת משום שבתי הדיור המוגן מפעילים בבתים השונים מסעדות לטובת הדיירים עם מנות שף ברמה הכי גבוהה״.	"The tone chosen by the judge of the program, Ruthie Russo, to describe her disappointment with the food that the contestant served immediately cancels our long-standing activity to fight against the ignorance that exists in the field, because the sheltered housing houses operate restaurants in the various houses for the benefit of the tenants with chef dishes of the highest level."	yes
עוד נכתב: ״צוותי השירות ומנהלי הבתים נאבקים על תדמיתו של הדיור המוגן המציע פתרונות לדיור איכותי לזקנים, ובכללם הפגת בדידות, פעילויות פנאי בשפע, רמת חיים גבוהה ועוד".	It also states: "The service teams and the managers of the homes are fighting for the image of the sheltered housing that offers solutions for quality housing for the elderly, including alleviating loneliness, abundant leisure activities, a high standard of living and more."	yes
בישראל בשנים האחרונות יותר ויותר משפחות ואנשים מבוגרים מבינים כי בדידות זו המחלה הקשה ביותר בגיל מבוגר ורואים במקומות הקהילתיים כפתרון מוכח למחלה.	In Israel in recent years, more and more families and older people understand that loneliness is the most difficult disease in old age and see community places as a proven solution to the disease.	yes
"מזון הוא אחד מההנאות הגדולות ביותר בחיים, ולכן אנו מקדישים משאבים ומאמצים בכדי להגיש לדיירים את האוכל המשובח ביותר.	"Food is one of the greatest pleasures in life, so we dedicate resources and efforts to serve our tenants the finest food.	yes
מרבית בתי הדיור המוגן נעזרים בשפים מקצועיים על מנת לבנות תפריט.	Most assisted living homes are assisted by professional chefs in order to build a menu.	yes
אנו נשמח בכל עת להזמין את צוות השופטים בכדי להתרשם מהמנות המנצחות המוגשות מידי יום לעשרות אלפי זקנים בישראל וכן בשם השפים וצוותי המסעדות בבתי הדיור המוגן נבקש התנצלותכם והבהרתכם.	We will be happy at any time to invite the jury to be impressed by the winning dishes served every day to tens of thousands of elderly people in Israel, and on behalf of the chefs and restaurant teams in the assisted living homes, we ask for your apologies and clarification.	yes
בואו ביחד, אמצעי התקשורת והחברה הישראלית, בכדי לעודד את הדיור הקהילתי למען בריאות הקשישים״.	Come together, the media and Israeli society, to encourage community housing for the health of the elderly. "	no
רותי רוסו מסרה בתגובה: "שמחה שיש מקומות שמשקיעים יותר בקולינריה של אוכלוסייה זו, שבהחלט מגיע לה אוכל מעולה בתקופה המתקדמת של החיים.	Ruthie Russo said in response: "I am glad that there are places that invest more in the cuisine of this population, which definitely deserves excellent food in the advanced period of life.	no
אני מכבדת את עבודתם הקשה של טבחים, טבחיות, שפיות ושפים בכל מקום, גם בדיור המוגן".	I respect the hard work of cooks, cooks, sane people and chefs everywhere, even in assisted living. "	no
"מוסר כפול: ברוסיה אתה מבטל מופע אבל בישראל לא ביטלת?"	"Double moral: In Russia you cancel a show but in Israel you didn't cancel?"	yes
ניק קייב מגיב לביקורת	Nick Cave responds to criticism	yes
הזמר התייחס לביקורת שהוטחה בו על ידי מעריץ טורקי, שהאשים אותו במוסר כפול •	The singer addressed the criticism hurled at him by a Turkish fan, who accused him of double morality •	yes
הזמר בתגובה: "הפלישה לאוקראינה שונה מאוד מהקונפליקט הישראלי-פלשתיני	"The invasion of Ukraine is very different from the Israeli-Palestinian conflict.	yes
"	"	no
ניק קייב ביטל מוקדם יותר השבוע הופעה ברוסיה בשל המלחמה והכריז כי הוא "ניצב לצד אוקראינה ומתפלל שהטירוף יסתיים בקרוב".	Earlier this week, Nick Cave canceled a concert in Russia due to the war and declared that he "stands by Ukraine and prays that the madness will end soon."	yes
