בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	Onion endangered: Three cheetah cubs born in Iran	yes
בכך הצטרף הזמר האוסטרלי המוערך לאמנים וללהקות כמו איגי פופ, גרין דיי ופרנץ פרדיננד, שביטלו גם הם הופעות במדינה הפולשת.	In doing so, the acclaimed Australian singer joined artists and bands such as Iggy Pop, Green Day and Franz Ferdinand, who also canceled performances in the invading country.	yes
אבל במקרה של קייב הודעת הביטול שלו קיבלה תפנית מעט שונה.	But in Kiev's case his cancellation announcement took a slightly different turn.	yes
מעריץ טורקי בשם אחמט הטיח בזמר שהוא צבוע, שכן ב-2017 סירב קייב לבטל שתי הופעות שהתקיימו בישראל, למרות הביקורת הרבה שספג מטעם ארגונים פרו-פלשתיניים.	A Turkish fan named Ahmet told the singer that he was a hypocrite, since in 2017 Kiev refused to cancel two performances held in Israel, despite much criticism from pro-Palestinian organizations.	yes
בעת ביקורו בארץ אמר אז קייב לתקשורת המקומית: "בסופו של דבר, אני נמצא כאן משתי סיבות: הסיבה הראשונה היא מפני שאני אוהב את ישראל ואת הישראלים, והסיבה השנייה היא שאני נגד כל מי שמנסה לצנזר ולהשתיק מוזיקאים".	During his visit to Israel, Kiev told local media: “In the end, I am here for two reasons: the first reason is because I love Israel and the Israelis, and the second reason is that I am against anyone who tries to censor and silence musicians.”	yes
אותו אחמט זכר היטב את אמירותיו של קייב בעד מוזיקה ונגד פוליטיזציה.	The same Ahmet remembered Kiev's statements well for music and against politicization.	no
המעריץ אף פרסם באתרו האישי והלא מצונזר של הזמר, "The Red Hand Files", פוסט נוקב שבו טען שגם ישראל היא מדינה כובשת, ולכן מצבה של פלשתין זהה למצבה של אוקראינה.	The fan even posted on the singer's personal and uncensored website, “The Red Hand Files”, a poignant post in which he claimed that Israel is also an occupying country, and therefore Palestine's situation is the same as Ukraine.	no
"מה שמפריע לי לגבי ההודעה שלך על אוקראינה", כתב אחמט. "זה שלא תמכת כך בפלשתינים, הסובלים גם הם ממשטר ברוטאלי.	“Which disturbs me about your message about Ukraine,” Ahmet wrote. “It is that you did not support the Palestinians, who also suffer from a brutal regime.	no
למעשה, תיארת את ישראל כדמוקרטיה מתפקדת, אבל לדעתי ישראל היא בראש ובראשונה הגורם האחראי לסבל הפלשתיני.	In fact, you have described Israel as a functioning democracy, but in my opinion Israel is first and foremost the cause responsible for Palestinian suffering.	no
זה מעציב אותי מאוד, שכן אתה מייצג פה מוסר כפול", סיכם המעריץ הטורקי.	It makes me very sad, since you represent a double morality here,” the Turkish fan concluded.	no
אבל הסיפור לא נגמר כאן, שכן קייב בחר להשיב לאחמט במכתב ארוך ומפורט, שבו הדגיש כי "הפלישה של רוסיה לאוקראינה שונה מאוד מהקונפליקט המתמשך בין ישראל לפלשתינים.	But the story does not end here, as Kiev chose to reply to Ahmet in a long and detailed letter, in which he stressed that “Russia's invasion of Ukraine is very different from the ongoing conflict between Israel and the Palestinians.	no
המצב הראשון הוא תקיפה ללא התגרות קודמת של מדינה אחת בשכנתה, בתקווה לשנות את הסדר הביטחוני של אירופה כולה.	The first situation is a previous unprovoked assault by one country in its neighbour, hoping to change the security order of the whole of Europe.	no
המצב השני הוא חיכוך מורכב בין שני עמים.	The second situation is complex friction between two peoples.	no
הקונפליקטים אמנם דומים בכך שאנשים תמימים, אשר חולקים גורל טרגי, נאלצים להסתתר במקלטים.	Although the conflicts are similar in that innocent people, who share a tragic fate, are forced to hide in shelters.	no
אני חש סימפתיה רבה לכל הקהילות הללו - לא משנה היכן הן נמצאות ובמי מדובר".	I feel very sympathetic to all of these communities - no matter where they are and who it is.”	no
קייב הוסיף כי אף שהוא לא מעוניין לפרט את דעותיו בנוגע לקונפליקט הישראלי-פלשתיני, הוא בהחלט תומך גם בפלשתינים, וציין שב-20 השנים האחרונות הרבה להשתתף באירועי התרמה למענם.	Kiev added that while he does not want to elaborate on his views regarding the Israeli-Palestinian conflict, he certainly supports the Palestinians, noting that in the past 20 years many have attended fund-raisers for them.	no
"אבל זה לא זמן לוויכוחים, אחמט", הבהיר הזמר, "זה זמן להתאחד ולתמוך באוקראינים, שכרגע מתחוללת על אדמתם קטסטרופה.	“But this is not a time for arguments, Ahmet,” the singer clarified, “this is a time to unite and support the Ukrainians, who are currently underway on their land a catastrophe.	no
יש לי מעריצים נהדרים ברוסיה, ואני יודע שרוסים רבים מתנגדים בתוקף לפעולות משטרו של פוטין.	I have a great following in Russia, and I know that many Russians are vehemently opposed to the actions of Putin's regime.	no
אם הייתי יכול לנגן בשבילם - הייתי עושה זאת".	If I could play for them, I would.	no
לאור הירידה בתחלואה: פרויקטור הקורונה יחזור לנהל את ביה"ח זיו	In light of the decline in morbidity: The Corona Projector will return to run the Ziv Hospital	yes
פרופ' סלמן זרקא מונה לתפקיד ביולי 2021 והוביל את מדיניות הטיפול בקורונה בגל השלישי ובגל הרביעי •	Prof. Salman Zarqa was appointed to the position in July 2021 and led the coronavirus treatment policy in the third wave and the fourth wave •	yes
לבקשת שר הבריאות ניצן הורוביץ, ימשיך במקביל בתפקידו כפרויקטור •	At the request of Health Minister Nitzan Horowitz, he will simultaneously continue in his role as a projector.	yes
פרופ' זרקא: "שמח שגל האומיקרון ממשיך לדעוך, ועדיין חובתנו להיערך לגל נוסף"	Prof. Zarqa: “Glad that the Omicron wave continues to wane, and it is still our duty to prepare for another wave”	yes
.	.	no
על רקע הירידה בתחלואת הקורונה, פרויקטור הקורונה, פרופ' סלמן זרקא, יחזור לנהל את בית החולים זיו שבצפת ביום ראשון.	Amid the decline in coronavirus morbidity, the coronavirus projector, Prof. Salman Zarqa, will return to run Ziv Hospital in Safed on Sunday.	yes
