Police arrest 15 after violent protest outside UK refugee hotel	Polizei nimmt 15 Personen nach gewaltsamen Protesten vor einem britischen Flüchtlingshotel fest	yes
Tim Sherwood tore into Pedro Porro's "absolutely disgusting" defending during Tottenham's 4-1 defeat to Leicester City. Spurs signed the right-back from Sporting CP on transfer deadline day on an initial loan deal for £5million with the obligation to buy this summer for £39million. The 23-year-old was handed his debut by Antonio Conte on Saturday at the King Power Stadium with his side taking the lead after 14 minutes through Rodrigo Bentancur.	Tim Sherwood kritisierte Pedro Porros "absolut ekelhaftes" Abwehrverhalten bei Tottenhams 1:4-Niederlage gegen Leicester City. Die Spurs verpflichteten den Rechtsverteidiger von Sporting CP am Tag der Transferfrist für eine Leihgabe von 5 Millionen Pfund mit der Verpflichtung eines Kaufs im Sommer für 39 Millionen Pfund. Der 23-Jährige gab am Samstag im King Power Stadium sein Debüt für Antonio Conte und brachte seine Mannschaft nach 14 Minuten durch Rodrigo Bentancur in Führung.	yes
But it turned into an miserable afternoon with Nampalys Mendy, James Maddison and Kelechi Iheanacho all scoring to give Leicester a 3-1 at half-time with Porro enduring a torrid first-half in the Premier League. The Spaniard was at fault again as Leicester thought they had added a fourth through Barnes and while the goal was ruled out for offside, former Spurs manager Sherwood was left shocked by the full-back's defensive efforts. "I don't want to keep picking on the kid but he needs to be relieved of his duties," Sherwood told Soccer Saturday. I'll give him the benefit of the doubt because it is his debut but Pedro Porro is no bad it is unbelievable. His positioning is absolutely disgusting, Barnes and Maddison are destroying him down the left hand side. Daniel Levy was saying this week, they have spent a lot of money, yes they have, but their recruitment has been very poor and this is the latest addition. Let's not make any conclusions at the moment but what I am looking at is a player who does not want to defend.	Doch es wurde ein miserabler Nachmittag, denn Nampalys Mendy, James Maddison und Kelechi Iheanacho trafen alle zum 3:1-Halbzeitstand für Leicester, während Porro in der Premier League eine schwierige erste Halbzeit erlebte. Der Spanier war erneut schuld, als Leicester glaubte, durch Barnes ein viertes Tor zu erzielen. Obwohl das Tor wegen Abseits nicht anerkannt wurde, zeigte sich der ehemalige Spurs-Trainer Sherwood schockiert über die Defensivarbeit des Außenverteidigers. "Ich will nicht weiter auf dem Jungen herumhacken, aber er muss von seinen Aufgaben entbunden werden", sagte Sherwood am Samstag gegenüber Soccer Saturday. Ich gebe ihm den Vorteil des Zweifels, weil es sein Debüt ist, aber Pedro Porro ist nicht schlecht, es ist unglaublich. Sein Stellungsspiel ist absolut ekelhaft, Barnes und Maddison machen ihn auf der linken Seite platt. Daniel Levy sagte diese Woche, dass sie viel Geld ausgegeben haben, ja, das haben sie, aber ihre Personalauswahl war sehr dürftig, und dies ist der letzte Neuzugang. Wir sollten jetzt noch keine Schlüsse ziehen, aber was ich sehe, ist ein Spieler, der nicht verteidigen will.	yes
"Antonio Conte has complained about the defending and this player, at the moment is struggling to defend. He is up against very good players in Barnes and Maddison but it is very disappointing." While the goal was ruled out, Leicester restored their 4-1 lead with Barnes on target nine minutes from full-time. Despite beating Manchester City last week, Tottenham missed the chance to move ahead of Newcastle into third place.	"Antonio Conte hat sich über die Verteidigung beschwert, und dieser Spieler hat im Moment Schwierigkeiten zu verteidigen. Er hat es mit sehr guten Spielern wie Barnes und Maddison zu tun, aber es ist sehr enttäuschend." Das Tor wurde zwar nicht anerkannt, doch neun Minuten vor Schluss erzielte Barnes den 4:1-Siegtreffer für Leicester. Trotz des Sieges gegen Manchester City in der vergangenen Woche verpasste Tottenham die Chance, sich vor Newcastle auf den dritten Platz zu schieben.	no
Jack Smith should win any privilege fight over Mike Pence subpoena	Jack Smith sollte jeden Rechtsstreit über die Vorladung von Mike Pence gewinnen	yes
The news that special counsel Jack Smith has subpoenaed Mike Pence raises the question: How will Team Trump use the courts to muck up this latest development in the Justice Department's probe? The short answer is that any attempt to scuttle the Pence subpoena on executive privilege grounds should fail. First off, there's a threshold question of whether a former president can even claim the privilege. Recall that Trump tried and failed to block the House Jan. 6 committee from getting White House records.	Die Nachricht, dass der Sonderermittler Jack Smith Mike Pence vorgeladen hat, wirft die Frage auf: Wie wird Team Trump die Gerichte nutzen, um diese neueste Entwicklung in der Untersuchung des Justizministeriums zu vereiteln? Die kurze Antwort lautet, dass jeder Versuch, die Vorladung von Pence unter Berufung auf das Exekutivprivileg zu vereiteln, scheitern dürfte. Zunächst einmal stellt sich die Frage, ob ein ehemaliger Präsident dieses Privileg überhaupt in Anspruch nehmen kann. Erinnern Sie sich daran, dass Trump versucht hat, den Ausschuss des Repräsentantenhauses am 6. Januar daran zu hindern, Aufzeichnungen des Weißen Hauses zu erhalten, und damit gescheitert ist.	yes
The Supreme Court declined to take up Trump's appeal last year, with only Justice Clarence Thomas (husband of 2020 election denier Ginni Thomas) dissenting. But the court left open the question of whether an ex-president can claim privilege, with Justice Brett Kavanaugh suggesting he'd support such a claim. So it's at least unclear whether a former president can claim the privilege, saying nothing of whether the claim would succeed. Plus, the Supreme Court appeal over then-President Richard Nixon's attempt to avoid subpoena compliance shows that a vague privilege assertion won't do, and can be overcome by a specific need for evidence.	Der Oberste Gerichtshof lehnte Trumps Berufung im vergangenen Jahr ab, nur Richter Clarence Thomas (Ehemann der Wahlverweigerin von 2020, Ginni Thomas) war anderer Meinung. Das Gericht ließ jedoch die Frage offen, ob sich ein Ex-Präsident auf ein Privileg berufen kann, wobei Richter Brett Kavanaugh andeutete, dass er einen solchen Anspruch unterstützen würde. Es ist also zumindest unklar, ob sich ein ehemaliger Präsident auf das Privileg berufen kann, was nichts darüber aussagt, ob die Klage Erfolg haben würde. Außerdem zeigt die Berufung des Obersten Gerichtshofs gegen den Versuch des damaligen Präsidenten Richard Nixon, sich der Befolgung von Vorladungen zu entziehen, dass eine vage Privilegienbehauptung nicht ausreicht, sondern durch einen konkreten Bedarf an Beweisen überwunden werden kann.	yes
The court observed in 1974"s United States v. Nixon: ... when the ground for asserting privilege as to subpoenaed materials sought for use in a criminal trial is based only on the generalized interest in confidentiality, it cannot prevail over the fundamental demands of due process of law in the fair administration of criminal justice. The generalized assertion of privilege must yield to the demonstrated, specific need for evidence in a pending criminal trial. Therefore, precedent is on the government's side. Of course, however, delays from litigating even a losing issue can be a victory of sorts for Trump. But further dampening the odds of a successful privilege claim is the previous rejection of Trump's attempt to block Jan. 6 grand jury testimony.	In der Rechtssache Vereinigte Staaten gegen Nixon aus dem Jahr 1974 stellte das Gericht fest: ... wenn der Grund für die Geltendmachung des Privilegs in Bezug auf vorgeladenes Material, das in einem Strafprozess verwendet werden soll, nur auf dem allgemeinen Interesse an der Vertraulichkeit beruht, kann er nicht über die grundlegenden Anforderungen eines ordnungsgemäßen Rechtsverfahrens in der fairen Strafrechtspflege siegen. Die allgemeine Behauptung des Privilegs muss dem nachgewiesenen, spezifischen Bedarf an Beweismitteln in einem anhängigen Strafverfahren weichen. Die Präzedenzfälle sind also auf der Seite der Regierung. Natürlich kann die Verzögerung eines Prozesses, selbst wenn er verloren geht, eine Art Sieg für Trump sein. Die Chancen für eine erfolgreiche Berufung auf das Vorrecht werden jedoch durch die frühere Ablehnung von Trumps Versuch, die Aussage vor der Grand Jury am 6. Januar zu blockieren, weiter geschmälert.	no
As The Washington Post reported in October, that rejection noted that former Pence aide Marc Short, for example, "probably possessed information important to the Justice Department's criminal investigation of the Jan. 6, 2021, attack on the Capitol that was not available from other sources." That Pence, too, likely has unique information would help the DOJ in any subpoena fight. And the reason we think Pence has such information is yet another reason that a privilege claim should fail. That's because Pence has chosen to write publicly about at least some of his supposed conversations with Trump in connection with Jan. 6. It's hard to say communications are privileged when you've previously deemed them fit to publicize. So while the subpoena might present varying political and personal calculations for Pence - who may vie for the 2024 Republican nomination against Trump, someone who effectively condoned calls for Pence's extrajudicial execution on Jan. 6 - the courts should have an easy time siding with DOJ on privilege.	Wie die Washington Post im Oktober berichtete, wurde in dieser Ablehnung festgestellt, dass der ehemalige Pence-Berater Marc Short beispielsweise "wahrscheinlich über Informationen verfügte, die für die strafrechtliche Untersuchung des Angriffs auf das Kapitol am 6. Januar 2021 durch das Justizministerium wichtig waren und die aus anderen Quellen nicht verfügbar waren". Die Tatsache, dass auch Pence wahrscheinlich über einzigartige Informationen verfügt, würde dem Justizministerium in einem eventuellen Kampf gegen eine Vorladung helfen. Und der Grund, warum wir glauben, dass Pence über solche Informationen verfügt, ist ein weiterer Grund dafür, dass ein Anspruch auf ein Vorrecht scheitern sollte. Das liegt daran, dass Pence sich entschieden hat, zumindest einige seiner angeblichen Gespräche mit Trump im Zusammenhang mit dem 6. Januar öffentlich zu machen. Es ist schwer zu sagen, dass Kommunikationen privilegiert sind, wenn man sie zuvor für geeignet befunden hat, sie zu veröffentlichen. Während die Vorladung also unterschiedliche politische und persönliche Berechnungen für Pence darstellen könnte - der für die republikanische Nominierung im Jahr 2024 gegen Trump antreten könnte, der die Aufrufe zu Pence' außergerichtlicher Hinrichtung am 6. Januar effektiv gebilligt hat -, sollten die Gerichte leichtes Spiel haben, dem DOJ in Bezug auf das Privileg Recht zu geben.	no
The Case Against a Biden Run Is Obvious - and Weak	Das Argument gegen eine Kandidatur Bidens ist offensichtlich - und schwach	yes
Why is this important? While Biden and his fellow Democrats can't do much in the way of passing laws with the GOP in control of the House, they can still spend the next two years setting an example. Collectively, everyone on the team should be seeking out opportunities to play Gallant to the Republicans" weird Goofus impulses. But it's also important for Biden to burnish his credibility with the American people - and maybe be a direly needed change agent in our all-too-tatty political culture.	Warum ist das wichtig? Biden und seine demokratischen Mitstreiter können zwar nicht viel tun, um Gesetze zu verabschieden, wenn die GOP die Kontrolle über das Repräsentantenhaus hat, aber sie können die nächsten zwei Jahre damit verbringen, ein Beispiel zu geben. Gemeinsam sollten alle im Team nach Gelegenheiten suchen, den Republikanern den Gallant zu spielen, der sie auf die schrägen Goofus-Impulse aufmerksam macht. Aber es ist auch wichtig für Biden, seine Glaubwürdigkeit beim amerikanischen Volk aufzupolieren - und vielleicht ein dringend notwendiger Wandel in unserer allzu geschmacklosen politischen Kultur zu bewirken.	yes
